,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Registration_Status_En,Number_of_Practitioners
2748,2019,Male,Egypt,Medicine and Surgery,Expired,558
2751,2020,Male,Pakistan,Medicine and Surgery,Expired Outdated,557
2753,2019,Female,Pakistan,Medicine and Surgery,Expired Outdated,554
2756,2021,Female,Syria,Dentistry and Related Specialties,Valid,551
2757,2022,Female,Philippines,Laboratories and Medical Technology,Expired,551
2759,2020,Female,Malaysia,Nursing and Midwifery,Expired Outdated,550
2763,2016,Female,Pakistan,Nursing and Midwifery,Expired Outdated,547
2764,2021,Female,Sudan,Medicine and Surgery,Expired,547
2765,2021,Male,Philippines,Laboratories and Medical Technology,Valid,545
2766,2018,Female,Egypt,Pharmacists and Pharmacy Technicians,Expired Outdated,542
2767,2018,Female,Philippines,Therapy and Rehabilitation,Expired Outdated,542
2769,2021,Female,Saudi Arabia,Nursing and Midwifery,Expired Outdated,539
2776,2021,Male,Yemen,Pharmacists and Pharmacy Technicians,Valid,534
2777,2018,Male,Syria,Medicine and Surgery,Expired Outdated,532
2779,2022,Male,India,Pharmacists and Pharmacy Technicians,Valid,532
2780,2016,Male,Egypt,Technicians and Health Assistants,Expired Outdated,531
2781,2017,Male,Philippines,Laboratories and Medical Technology,Expired Outdated,531
2787,2022,Male,Pakistan,Pharmacists and Pharmacy Technicians,Valid,526
2788,2020,Female,Sudan,Medicine and Surgery,Expired,526
2791,2019,Female,Egypt,Dentistry and Related Specialties,Expired Outdated,523
2793,2021,Male,Saudi Arabia,Nursing and Midwifery,Expired Outdated,521
2796,2018,Female,South Africa,Nursing and Midwifery,Expired Outdated,516
2798,2022,Male,Palestine,Dentistry and Related Specialties,Valid,513
2800,2022,Male,Egypt,Therapy and Rehabilitation,Valid,510
2802,2017,Male,Egypt,Technicians and Health Assistants,Expired Outdated,510
2805,2021,Male,Philippines,Nursing and Midwifery,Expired Outdated,498
2807,2017,Female,Pakistan,Nursing and Midwifery,Expired Outdated,494
2812,2021,Female,Malaysia,Nursing and Midwifery,Expired,490
2813,2021,Female,Syria,Medicine and Surgery,Valid,490
2822,2020,Female,Egypt,Nursing and Midwifery,Expired Outdated,485
2823,2017,Female,Saudi Arabia,Medicine and Surgery,Expired Outdated,484
2825,2022,Female,Yemen,Dentistry and Related Specialties,Valid,481
2826,2017,Male,Syria,Dentistry and Related Specialties,Expired Outdated,481
2827,2016,Female,Saudi Arabia,Medicine and Surgery,Expired Outdated,481
2828,2016,Male,India,Nursing and Midwifery,Expired Outdated,480
2829,2017,Male,India,Nursing and Midwifery,Expired Outdated,480
2831,2016,Male,Syria,Dentistry and Related Specialties,Expired Outdated,478
2832,2019,Female,Philippines,Therapy and Rehabilitation,Expired Outdated,477
2833,2021,Female,Saudi Arabia,Health Administration and Community Health,Expired Outdated,476
2834,2018,Male,Egypt,Technicians and Health Assistants,Expired Outdated,476
2837,2018,Female,Philippines,Dentistry and Related Specialties,Expired Outdated,474
2838,2018,Male,India,Nursing and Midwifery,Expired Outdated,474
2846,2018,Male,Philippines,Laboratories and Medical Technology,Expired Outdated,467
2848,2021,Female,Egypt,Nursing and Midwifery,Expired,466
2849,2020,Female,Malaysia,Nursing and Midwifery,Expired,466
2850,2016,Female,India,Nursing and Midwifery,Expired,465
2852,2022,Female,Sudan,Medicine and Surgery,Expired,461
2853,2021,Male,Egypt,Laboratories and Medical Technology,Valid,460
2855,2020,Female,Egypt,Nursing and Midwifery,Expired,458
2862,2022,Female,Lebanon,Nursing and Midwifery,Valid,454
2870,2019,Male,Egypt,Technicians and Health Assistants,Expired Outdated,449
2871,2019,Female,South Africa,Nursing and Midwifery,Expired Outdated,449
2875,2021,Male,Sudan,Pharmacists and Pharmacy Technicians,Valid,444
2879,2022,Female,India,Laboratories and Medical Technology,Valid,439
2880,2018,Male,Syria,Dentistry and Related Specialties,Expired Outdated,437
2881,2019,Male,India,Nursing and Midwifery,Expired Outdated,436
2885,2018,Male,Philippines,Nursing and Midwifery,Expired,432
2887,2020,Female,Egypt,Nursing and Midwifery,Valid,432
2890,2022,Female,Indonesia,Nursing and Midwifery,Valid,430
2891,2021,Male,Saudi Arabia,Medicine and Surgery,Expired Outdated,429
2892,2019,Male,Syria,Medicine and Surgery,Expired Outdated,429
2894,2022,Male,Syria,Pharmacists and Pharmacy Technicians,Valid,427
2896,2017,Male,Philippines,Nursing and Midwifery,Expired,426
2900,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Expired Outdated,423
2901,2019,Male,Philippines,Laboratories and Medical Technology,Expired Outdated,423
2902,2016,Female,India,Laboratories and Medical Technology,Expired Outdated,422
2905,2020,Male,India,Medicine and Surgery,Expired Outdated,420
2906,2016,Male,Jordan,Medicine and Surgery,Expired Outdated,420
2907,2021,Female,Yemen,Medicine and Surgery,Valid,419
2910,2018,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Expired Outdated,418
2913,2021,Female,Jordan,Nursing and Midwifery,Valid,416
2914,2022,Male,India,Therapy and Rehabilitation,Valid,416
2915,2021,Male,India,Dentistry and Related Specialties,Valid,415
2916,2017,Male,Saudi Arabia,Health Administration and Community Health,Expired,414
2918,2018,Male,Saudi Arabia,Health Administration and Community Health,Expired,414
2919,2021,Female,Sudan,Dentistry and Related Specialties,Valid,413
2920,2019,Female,Philippines,Dentistry and Related Specialties,Expired Outdated,413
2922,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,411
2923,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Expired Outdated,410
2924,2019,Female,Philippines,Laboratories and Medical Technology,Expired,409
2925,2020,Male,Egypt,Dentistry and Related Specialties,Expired Outdated,409
2926,2018,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Expired,409
2927,2017,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Expired,409
2928,2017,Male,Jordan,Medicine and Surgery,Expired Outdated,409
2929,2021,Female,Philippines,Pharmacists and Pharmacy Technicians,Valid,408
2931,2022,Female,India,Dentistry and Related Specialties,Valid,408
2934,2022,Female,Sudan,Pharmacists and Pharmacy Technicians,Valid,405
2937,2021,Female,India,Medicine and Surgery,Valid,402
2938,2022,Male,United Kingdom,Medicine and Surgery,Valid,401
2950,2021,Female,Sudan,Therapy and Rehabilitation,Valid,389
2951,2016,Female,Philippines,Pharmacists and Pharmacy Technicians,Expired Outdated,388
2953,2021,Female,Egypt,Medicine and Surgery,Expired Outdated,387
2954,2021,Male,Pakistan,Medicine and Surgery,Expired,387
2965,2016,Female,India,Medicine and Surgery,Expired Outdated,381
2966,2019,Female,Sudan,Laboratories and Medical Technology,Expired Outdated,381
2967,2021,Female,Egypt,Pharmacists and Pharmacy Technicians,Valid,381
2970,2018,Female,Pakistan,Nursing and Midwifery,Expired Outdated,379
2978,2018,Male,Saudi Arabia,Therapy and Rehabilitation,Expired,377
2979,2017,Male,Saudi Arabia,Therapy and Rehabilitation,Expired,376
2984,2018,Male,Jordan,Medicine and Surgery,Expired Outdated,373
2992,2022,Male,Lebanon,Medicine and Surgery,Valid,367
2994,2016,Female,United Kingdom,Nursing and Midwifery,Expired Outdated,366
2996,2020,Male,Pakistan,Medicine and Surgery,Expired,366
2998,2017,Female,India,Medicine and Surgery,Expired Outdated,364
3005,2019,Male,Syria,Dentistry and Related Specialties,Expired Outdated,360
3007,2016,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Expired Outdated,359
3012,2020,Female,Sudan,Nursing and Midwifery,Valid,357
3013,2022,Male,Sudan,Therapy and Rehabilitation,Valid,357
3015,2022,Female,Egypt,Therapy and Rehabilitation,Valid,356
3019,2017,Female,Philippines,Pharmacists and Pharmacy Technicians,Expired Outdated,354
3020,2021,Male,Philippines,Therapy and Rehabilitation,Valid,354
3021,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,354
3025,2022,Female,Egypt,Laboratories and Medical Technology,Valid,352
3026,2021,Male,India,Laboratories and Medical Technology,Valid,352
3029,2022,Female,Egypt,Nursing and Midwifery,Expired,350
3030,2022,Female,Malaysia,Nursing and Midwifery,Expired,350
3031,2016,Male,Jordan,Nursing and Midwifery,Expired Outdated,350
3035,2022,Male,Sudan,Dentistry and Related Specialties,Valid,349
3037,2022,Female,Tunisia,Nursing and Midwifery,Valid,348
3040,2019,Female,Philippines,Nursing and Midwifery,Valid,347
3041,2022,Female,Palestine,Dentistry and Related Specialties,Valid,347
3045,2016,Male,Jordan,Pharmacists and Pharmacy Technicians,Expired Outdated,345
3049,2017,Female,India,Laboratories and Medical Technology,Expired Outdated,344
3052,2017,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Expired Outdated,344
3054,2018,Female,Philippines,Nursing and Midwifery,Valid,343
3055,2021,Male,Sudan,Nursing and Midwifery,Valid,343
3056,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Expired Outdated,341
5079,2021,Male,Palestine,Medicine and Surgery,Valid,333
5083,2021,Male,Egypt,Technicians and Health Assistants,Expired,332
5084,2020,Male,Egypt,Technicians and Health Assistants,Expired,332
5086,2019,Female,Pakistan,Nursing and Midwifery,Expired Outdated,329
5088,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,328
5089,2019,Female,Egypt,Pharmacists and Pharmacy Technicians,Expired Outdated,328
5092,2021,Male,Jordan,Dentistry and Related Specialties,Valid,327
5093,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,327
5094,2021,Male,Yemen,Dentistry and Related Specialties,Valid,327
5097,2017,Male,Sudan,Laboratories and Medical Technology,Expired Outdated,326
5099,2021,Male,India,Nursing and Midwifery,Expired,325
5102,2022,Male,Jordan,Pharmacists and Pharmacy Technicians,Valid,324
5105,2021,Female,Saudi Arabia,Technicians and Health Assistants,Expired Outdated,323
5107,2016,Male,Egypt,Laboratories and Medical Technology,Expired Outdated,322
5109,2017,Male,Jordan,Nursing and Midwifery,Expired Outdated,321
5110,2018,Female,Philippines,Laboratories and Medical Technology,Expired,320
5113,2017,Female,Philippines,Laboratories and Medical Technology,Expired,320
5114,2021,Male,India,Medicine and Surgery,Expired,318
5116,2017,Female,Syria,Dentistry and Related Specialties,Expired Outdated,317
5119,2020,Male,India,Nursing and Midwifery,Expired,316
5121,2020,Female,Pakistan,Medicine and Surgery,Expired Outdated,314
5122,2022,Male,Pakistan,Medicine and Surgery,Expired,313
5123,2016,Female,Syria,Dentistry and Related Specialties,Expired Outdated,313
5126,2020,Female,Egypt,Dentistry and Related Specialties,Expired Outdated,312
5127,2022,Male,Jordan,Therapy and Rehabilitation,Valid,312
5128,2021,Female,Saudi Arabia,Medicine and Surgery,Expired Outdated,312
5537,2020,Male,India,Medicine and Surgery,Expired,311
7144,2017,Female,Philippines,Nursing and Midwifery,Valid,310
7146,2018,Female,Philippines,Pharmacists and Pharmacy Technicians,Expired Outdated,308
7151,2016,Male,India,Laboratories and Medical Technology,Expired Outdated,305
7152,2019,Male,Jordan,Medicine and Surgery,Expired Outdated,305
7157,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Non Active,304
7158,2017,Female,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,303
7159,2020,Male,Saudi Arabia,Therapy and Rehabilitation,Non Active,303
7162,2016,Male,Philippines,Therapy and Rehabilitation,Expired Outdated,302
7166,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Expired Outdated,301
7169,2021,Male,Saudi Arabia,Therapy and Rehabilitation,Non Active,301
7170,2022,Female,Jordan,Dentistry and Related Specialties,Valid,300
7171,2021,Female,Philippines,Laboratories and Medical Technology,Expired Outdated,299
7172,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,299
7174,2020,Male,India,Nursing and Midwifery,Expired Outdated,299
7177,2020,Female,Philippines,Laboratories and Medical Technology,Valid,297
7180,2016,Male,Sudan,Laboratories and Medical Technology,Expired Outdated,296
7183,2020,Female,Philippines,Therapy and Rehabilitation,Expired Outdated,294
7184,2018,Male,Sudan,Laboratories and Medical Technology,Expired Outdated,293
7186,2019,Female,Saudi Arabia,Nursing and Midwifery,Valid,292
7187,2020,Female,South Africa,Nursing and Midwifery,Expired Outdated,291
7188,2017,Male,Egypt,Laboratories and Medical Technology,Expired Outdated,291
7190,2017,Male,Jordan,Pharmacists and Pharmacy Technicians,Expired Outdated,291
7192,2018,Female,India,Medicine and Surgery,Expired Outdated,290
7194,2018,Male,Philippines,Therapy and Rehabilitation,Expired Outdated,289
7196,2018,Female,Saudi Arabia,Nursing and Midwifery,Valid,288
7201,2019,Female,Saudi Arabia,Laboratories and Medical Technology,Expired,286
7204,2021,Male,Pakistan,Pharmacists and Pharmacy Technicians,Valid,286
7209,2022,Male,Palestine,Pharmacists and Pharmacy Technicians,Valid,284
7214,2017,Male,Philippines,Therapy and Rehabilitation,Expired Outdated,280
7215,2022,Male,Bangladesh,Medicine and Surgery,Valid,280
7216,2018,Female,Syria,Dentistry and Related Specialties,Expired Outdated,280
7218,2021,Female,Philippines,Therapy and Rehabilitation,Expired,279
7220,2017,Female,United Kingdom,Nursing and Midwifery,Expired Outdated,278
7222,2020,Male,Philippines,Laboratories and Medical Technology,Expired Outdated,277
7224,2022,Male,Philippines,Dentistry and Related Specialties,Valid,277
7225,2022,Female,Yemen,Laboratories and Medical Technology,Valid,276
7226,2020,Male,Egypt,Technicians and Health Assistants,Expired Outdated,276
7228,2019,Female,Philippines,Pharmacists and Pharmacy Technicians,Expired Outdated,274
7232,2022,Male,Tunisia,Medicine and Surgery,Valid,271
7233,2020,Female,Philippines,Therapy and Rehabilitation,Expired,271
7234,2019,Male,Philippines,Therapy and Rehabilitation,Expired Outdated,270
7235,2018,Female,Saudi Arabia,Therapy and Rehabilitation,Expired,270
7237,2021,Male,India,Pharmacists and Pharmacy Technicians,Valid,270
7239,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,269
7245,2021,Female,Yemen,Dentistry and Related Specialties,Valid,267
7247,2020,Male,Syria,Medicine and Surgery,Expired Outdated,266
7249,2018,Male,Jordan,Nursing and Midwifery,Expired Outdated,265
7253,2017,Female,India,Dentistry and Related Specialties,Expired Outdated,264
7255,2020,Male,Pakistan,Medicine and Surgery,Valid,264
7256,2017,Female,Saudi Arabia,Therapy and Rehabilitation,Expired,264
7258,2017,Male,India,Laboratories and Medical Technology,Expired Outdated,263
7259,2019,Female,Egypt,Medicine and Surgery,Expired,262
7260,2022,Male,Egypt,Technicians and Health Assistants,Expired,261
7266,2021,Male,Egypt,Therapy and Rehabilitation,Valid,258
7269,2017,Female,Sudan,Dentistry and Related Specialties,Expired Outdated,258
7273,2022,Male,Lebanon,Nursing and Midwifery,Valid,257
7274,2021,Female,Indonesia,Nursing and Midwifery,Valid,257
7275,2017,Female,Saudi Arabia,Nursing and Midwifery,Valid,255
7276,2018,Male,Egypt,Laboratories and Medical Technology,Expired Outdated,255
7278,2021,Male,Philippines,Laboratories and Medical Technology,Expired,255
7279,2021,Male,Palestine,Dentistry and Related Specialties,Valid,255
7280,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,254
7283,2018,Female,India,Laboratories and Medical Technology,Expired Outdated,252
7287,2019,Female,Saudi Arabia,Technicians and Health Assistants,Expired,250
7288,2019,Female,Malaysia,Nursing and Midwifery,Expired,250
7289,2016,Female,China,Nursing and Midwifery,Expired Outdated,250
7290,2020,Male,Philippines,Laboratories and Medical Technology,Expired,250
7295,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,248
7296,2019,Male,Saudi Arabia,Medicine and Surgery,Expired,248
7297,2022,Male,India,Nursing and Midwifery,Expired,248
7299,2016,Female,Jordan,Nursing and Midwifery,Expired Outdated,247
7300,2016,Male,Egypt,Pharmacists and Pharmacy Technicians,Expired,247
7302,2021,Female,Malaysia,Nursing and Midwifery,Expired Outdated,246
7303,2022,Male,India,Medicine and Surgery,Expired,246
7307,2019,Female,Saudi Arabia,Health Administration and Community Health,Expired,244
7316,2021,Male,Egypt,Dentistry and Related Specialties,Expired,240
7317,2017,Female,Egypt,Therapy and Rehabilitation,Expired Outdated,239
7318,2019,Female,India,Medicine and Surgery,Expired Outdated,239
7320,2017,Female,Sudan,Pharmacists and Pharmacy Technicians,Expired Outdated,238
7321,2016,Male,India,Pharmacists and Pharmacy Technicians,Expired Outdated,238
7322,2022,Male,Jordan,Laboratories and Medical Technology,Valid,237
7326,2016,Female,Indonesia,Nursing and Midwifery,Expired Outdated,235
7327,2022,Female,Yemen,Nursing and Midwifery,Valid,235
7329,2022,Female,Jordan,Medicine and Surgery,Valid,235
7332,2017,Female,Jordan,Nursing and Midwifery,Expired Outdated,233
7333,2020,Male,Egypt,Dentistry and Related Specialties,Expired,233
7336,2017,Male,India,Dentistry and Related Specialties,Expired Outdated,232
7337,2022,Male,Pakistan,Nursing and Midwifery,Valid,232
7340,2018,Female,India,Dentistry and Related Specialties,Expired Outdated,230
7341,2017,Male,Sudan,Pharmacists and Pharmacy Technicians,Expired Outdated,230
7342,2021,Female,Philippines,Dentistry and Related Specialties,Expired,230
7345,2020,Female,Philippines,Dentistry and Related Specialties,Expired Outdated,228
7346,2019,Male,Saudi Arabia,Nursing and Midwifery,Valid,228
7347,2016,Female,Egypt,Therapy and Rehabilitation,Expired Outdated,228
7348,2020,Female,Malaysia,Nursing and Midwifery,Valid,228
7349,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Expired Outdated,228
7351,2022,Female,Jordan,Therapy and Rehabilitation,Valid,227
