,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Current_Speciality_Name_En,Number_of_Practitioners
2698,2017,Female,Egypt,Dentistry and Related Specialties,General Dentistry,650
2699,2021,Female,Saudi Arabia,Health Administration and Community Health,Health Education,649
2701,2021,Male,Pakistan,Medicine and Surgery,General Practice,648
2704,2022,Female,Sudan,Medicine and Surgery,Pediatrics,646
2706,2022,Female,Sudan,Laboratories and Medical Technology,Radiological Technology,644
2708,2021,Male,Saudi Arabia,Medicine and Surgery,Diagnostic Radiology,640
2711,2022,Female,Egypt,Medicine and Surgery,Clinical Pathology,636
2712,2022,Male,Saudi Arabia,Therapy and Rehabilitation,Optometry,634
2717,2020,Male,Egypt,Medicine and Surgery,Pediatrics,628
2718,2020,Female,Sudan,Nursing and Midwifery,Nursing,627
2721,2022,Male,Saudi Arabia,Medicine and Surgery,Otorhinolaryngology ( Ent ),627
2722,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Dental Technology,626
2724,2022,Male,Saudi Arabia,Technicians and Health Assistants,Food Science And Technology (Food Safety),623
2725,2022,Female,Egypt,Medicine and Surgery,Internal Medicine,621
2727,2016,Female,Philippines,Laboratories and Medical Technology,Radiological Technology,620
2729,2022,Male,Egypt,Medicine and Surgery,Ophthalmology,619
2730,2016,Female,South Africa,Nursing and Midwifery,Nursing,616
2732,2017,Male,India,Nursing and Midwifery,Nursing,616
2735,2019,Male,India,Nursing and Midwifery,Nursing,613
2737,2018,Male,India,Nursing and Midwifery,Nursing,612
2740,2022,Female,Egypt,Medicine and Surgery,Family Medicine,610
2744,2022,Male,India,Pharmacists and Pharmacy Technicians,Pharmacy,604
2747,2020,Male,Saudi Arabia,Technicians and Health Assistants,Health Services Administration And Hosiptals,602
2748,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Radiological Technology,602
2749,2021,Male,Yemen,Pharmacists and Pharmacy Technicians,Pharmacy,600
2751,2022,Male,Pakistan,Pharmacists and Pharmacy Technicians,Pharmacy,599
2752,2017,Male,Egypt,Technicians and Health Assistants,Optics,597
2753,2018,Male,Saudi Arabia,Laboratories and Medical Technology,Radiological Technology,597
2754,2021,Female,Philippines,Therapy and Rehabilitation,Respiratory Therapy,597
2755,2018,Female,Egypt,Pharmacists and Pharmacy Technicians,Pharmacy,597
2757,2016,Female,Egypt,Medicine and Surgery,General Practice,596
2758,2017,Female,Egypt,Medicine and Surgery,General Practice,594
2762,2021,Male,Nigeria,Medicine and Surgery,General Practice,593
2763,2017,Female,Pakistan,Nursing and Midwifery,Nursing,590
2764,2019,Male,Saudi Arabia,Medicine and Surgery,General Practice,589
2765,2018,Female,Egypt,Dentistry and Related Specialties,General Dentistry,589
2766,2020,Male,Saudi Arabia,Therapy and Rehabilitation,Food And Nutrition Services,589
2767,2021,Male,Saudi Arabia,Technicians and Health Assistants,Food Science And Technology (Food Safety),588
2768,2022,Female,Saudi Arabia,Therapy and Rehabilitation,Speech and Hearing Therapy,588
2770,2019,Male,Egypt,Technicians and Health Assistants,Optics,586
2771,2016,Female,Saudi Arabia,Technicians and Health Assistants,Food Science And Technology,583
2772,2016,Female,Egypt,Dentistry and Related Specialties,General Dentistry,583
2774,2022,Male,Philippines,Laboratories and Medical Technology,Radiological Technology,582
2776,2017,Female,South Africa,Nursing and Midwifery,Nursing,582
2780,2022,Male,India,Medicine and Surgery,General Practice,577
2781,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Dental Assistant,575
2782,2022,Male,Saudi Arabia,Health Administration and Community Health,Epidemiology,575
2785,2022,Male,Saudi Arabia,Medicine and Surgery,Obstetrics And Gynecology,572
2786,2018,Male,Egypt,Technicians and Health Assistants,Optics,572
2787,2017,Male,Saudi Arabia,Laboratories and Medical Technology,Radiological Technology,569
2788,2022,Female,Saudi Arabia,Technicians and Health Assistants,Laboratory ( Microbiology),569
2789,2022,Female,Saudi Arabia,Dentistry and Related Specialties,Dental Hygiene,567
2790,2018,Male,Saudi Arabia,Health Administration and Community Health,Health Informatics,566
2791,2021,Male,Saudi Arabia,Therapy and Rehabilitation,Clinical Nutrition,565
2795,2016,Female,Pakistan,Nursing and Midwifery,Nursing,563
2796,2021,Female,Egypt,Pharmacists and Pharmacy Technicians,Pharmacy,563
2799,2020,Female,Egypt,Medicine and Surgery,Obstetrics And Gynecology,561
2803,2022,Male,Egypt,Medicine and Surgery,Urology,557
2804,2022,Female,Pakistan,Medicine and Surgery,Obstetrics And Gynecology,557
2810,2021,Male,Sudan,Pharmacists and Pharmacy Technicians,Pharmacy,551
2812,2020,Female,Egypt,Dentistry and Related Specialties,General Dentistry,549
2814,2022,Female,Sudan,Dentistry and Related Specialties,General Dentistry,546
2815,2019,Male,Egypt,Medicine and Surgery,Internal Medicine,545
2816,2022,Male,Egypt,Medicine and Surgery,Emergency Medicine,545
2818,2022,Male,Saudi Arabia,Nursing and Midwifery,Emergency Medical Services,542
2819,2018,Female,South Africa,Nursing and Midwifery,Nursing,540
2821,2016,Male,Egypt,Medicine and Surgery,Internal Medicine,539
2823,2022,Male,Sudan,Laboratories and Medical Technology,Laboratory,538
2824,2022,Female,Pakistan,Medicine and Surgery,General Practice,536
2827,2017,Male,Egypt,Dentistry and Related Specialties,General Dentistry,534
2832,2020,Male,Egypt,Medicine and Surgery,General Surgery,528
2833,2020,Male,Saudi Arabia,Therapy and Rehabilitation,Anesthesia Technology,527
2835,2021,Female,Saudi Arabia,Medicine and Surgery,General Surgery,527
2837,2017,Male,Egypt,Medicine and Surgery,Internal Medicine,525
2838,2016,Male,Egypt,Technicians and Health Assistants,Optics,525
2842,2019,Female,South Africa,Nursing and Midwifery,Nursing,522
2843,2018,Male,Egypt,Medicine and Surgery,Internal Medicine,522
2844,2021,Male,Egypt,Medicine and Surgery,Critical Care Medicine,521
2846,2021,Female,Syria,Dentistry and Related Specialties,General Dentistry,520
2847,2022,Male,Egypt,Medicine and Surgery,Family Medicine,520
2848,2022,Female,Egypt,Medicine and Surgery,Diagnostic Radiology,517
2850,2021,Male,Egypt,Medicine and Surgery,Obstetrics And Gynecology,517
2851,2022,Female,Saudi Arabia,Therapy and Rehabilitation,Occupational Therapy,517
2854,2016,Male,India,Nursing and Midwifery,Nursing,516
2855,2016,Female,Saudi Arabia,Health Administration and Community Health,Health Administration,515
2856,2022,Female,Saudi Arabia,Therapy and Rehabilitation,Optometry,515
2857,2021,Female,Sudan,Laboratories and Medical Technology,Laboratory,513
2858,2021,Male,Egypt,Medicine and Surgery,Cardiovascular Medicine,513
2860,2021,Female,Jordan,Nursing and Midwifery,Nursing,512
2861,2022,Male,Saudi Arabia,Medicine and Surgery,Psychiatry,512
2862,2020,Female,South Africa,Nursing and Midwifery,Nursing,511
2866,2021,Male,Saudi Arabia,Medicine and Surgery,Emergency Medicine,504
2867,2016,Male,Egypt,Dentistry and Related Specialties,General Dentistry,503
2869,2020,Female,Egypt,Medicine and Surgery,General Practice,501
2870,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Pharmacy,501
2873,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Medical Devices,500
2874,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Medical Sterilization,499
2877,2022,Female,Philippines,Therapy and Rehabilitation,Physiotherapy,497
2878,2022,Male,Egypt,Laboratories and Medical Technology,Laboratory,497
2879,2022,Male,Egypt,Medicine and Surgery,Clinical Pathology,496
2883,2019,Female,Egypt,Dentistry and Related Specialties,General Dentistry,494
2886,2021,Female,Saudi Arabia,Technicians and Health Assistants,Medical Coding,491
2887,2021,Male,Saudi Arabia,Technicians and Health Assistants,Health Insurance,491
2888,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Microbiology,491
2891,2018,Male,Egypt,Dentistry and Related Specialties,General Dentistry,489
2895,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Medical Physics,487
2898,2020,Female,Pakistan,Nursing and Midwifery,Nursing,485
2900,2018,Male,Saudi Arabia,Laboratories and Medical Technology,Medical Devices,484
2901,2022,Female,Saudi Arabia,Technicians and Health Assistants,Health Services Administration And Hosiptals,482
2902,2020,Male,Egypt,Dentistry and Related Specialties,General Dentistry,481
2905,2018,Female,Egypt,Medicine and Surgery,General Practice,480
2906,2017,Female,Philippines,Dentistry and Related Specialties,Dental Assistant,479
2907,2022,Male,Syria,Pharmacists and Pharmacy Technicians,Pharmacy,479
2908,2022,Male,Saudi Arabia,Technicians and Health Assistants,Optics,479
2909,2016,Male,Pakistan,Medicine and Surgery,General Practice,479
2910,2018,Female,Pakistan,Nursing and Midwifery,Nursing,478
2917,2020,Female,Saudi Arabia,Medicine and Surgery,Pediatrics,473
2922,2017,Male,Saudi Arabia,Health Administration and Community Health,Health Informatics,472
2928,2021,Male,Egypt,Medicine and Surgery,Otorhinolaryngology ( Ent ),468
2929,2022,Male,Yemen,Medicine and Surgery,General Practice,467
2930,2022,Male,Saudi Arabia,Medicine and Surgery,Dermatology,467
2933,2022,Male,Philippines,Laboratories and Medical Technology,Laboratory,466
2934,2016,Female,Philippines,Dentistry and Related Specialties,Dental Assistant,465
2935,2017,Female,Philippines,Pharmacists and Pharmacy Technicians,Pharmacy,464
2939,2021,Male,Philippines,Laboratories and Medical Technology,Radiological Technology,460
2943,2019,Male,Egypt,Medicine and Surgery,Pediatrics,457
2944,2020,Male,Saudi Arabia,Technicians and Health Assistants,Operation Rooms,456
2945,2019,Female,Egypt,Medicine and Surgery,General Practice,456
2946,2019,Female,Pakistan,Nursing and Midwifery,Nursing,455
2949,2020,Male,Saudi Arabia,Medicine and Surgery,Pediatrics,454
2952,2020,Male,Saudi Arabia,Technicians and Health Assistants,Food Science And Technology (Food Safety),454
2955,2022,Female,Saudi Arabia,Technicians and Health Assistants,Laboratory-Biochemistry,453
2956,2017,Male,Pakistan,Medicine and Surgery,General Practice,453
2959,2022,Male,Egypt,Medicine and Surgery,Dermatology,452
2960,2022,Female,Sudan,Medicine and Surgery,Internal Medicine,452
2962,2017,Male,Egypt,Medicine and Surgery,Pediatrics,451
2963,2022,Female,Saudi Arabia,Medicine and Surgery,Emergency Medicine,451
2964,2022,Female,Lebanon,Nursing and Midwifery,Nursing,450
2976,2022,Male,Syria,Dentistry and Related Specialties,Dental Technology,441
2979,2020,Male,Saudi Arabia,Technicians and Health Assistants,Medical Secretary,440
2982,2022,Female,Sudan,Medicine and Surgery,Family Medicine,438
2983,2017,Male,Saudi Arabia,Laboratories and Medical Technology,Medical Devices,438
2984,2016,Male,Saudi Arabia,Laboratories and Medical Technology,Radiological Technology,437
2986,2020,Male,Egypt,Medicine and Surgery,Anesthesia,437
2989,2022,Female,Saudi Arabia,Laboratories and Medical Technology,Phlebotomy,435
2990,2018,Male,Egypt,Medicine and Surgery,Pediatrics,435
2991,2016,Male,Egypt,Medicine and Surgery,Pediatrics,435
2992,2019,Male,Egypt,Dentistry and Related Specialties,General Dentistry,434
2995,2022,Male,Saudi Arabia,Technicians and Health Assistants,Health Insurance,433
3001,2018,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Pharmacy,430
3002,2018,Male,Saudi Arabia,Medicine and Surgery,General Practice,429
3004,2022,Male,Philippines,Therapy and Rehabilitation,Respiratory Therapy,427
3006,2022,Female,Yemen,Dentistry and Related Specialties,General Dentistry,427
3009,2021,Female,Saudi Arabia,Therapy and Rehabilitation,Emergency Medical Services,424
3010,2021,Male,Syria,Medicine and Surgery,General Practice,422
3011,2017,Male,Saudi Arabia,Medicine and Surgery,General Practice,422
3013,2019,Female,Egypt,Pharmacists and Pharmacy Technicians,Pharmacy,421
3017,2016,Female,Philippines,Pharmacists and Pharmacy Technicians,Pharmacy,418
3019,2018,Female,Philippines,Pharmacists and Pharmacy Technicians,Pharmacy,418
3020,2019,Female,Saudi Arabia,Technicians and Health Assistants,Medical Secretary,417
3023,2019,Female,Egypt,Medicine and Surgery,Obstetrics And Gynecology,417
3025,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Physiotherapy,416
3028,2021,Male,Sudan,Medicine and Surgery,Internal Medicine,415
3032,2016,Male,Saudi Arabia,Medicine and Surgery,General Practice,413
3034,2022,Male,Syria,Medicine and Surgery,Internal Medicine,413
3036,2022,Male,India,Laboratories and Medical Technology,Laboratory,412
3037,2019,Female,Saudi Arabia,Therapy and Rehabilitation,Physiotherapy,411
3038,2019,Female,Philippines,Pharmacists and Pharmacy Technicians,Pharmacy,411
3040,2022,Male,Egypt,Therapy and Rehabilitation,Physiotherapy,410
3041,2019,Female,Saudi Arabia,Medicine and Surgery,General Practice,410
3043,2022,Male,Saudi Arabia,Medicine and Surgery,Neurology,409
3047,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Dental Assistant,409
3052,2021,Male,Saudi Arabia,Medicine and Surgery,Urology,407
3056,2021,Female,Sudan,Medicine and Surgery,Obstetrics And Gynecology,405
3057,2022,Female,Indonesia,Nursing and Midwifery,Nursing,404
3058,2019,Female,Saudi Arabia,Therapy and Rehabilitation,Clinical Nutrition,404
3060,2019,Male,Egypt,Medicine and Surgery,General Surgery,403
3062,2021,Male,Philippines,Laboratories and Medical Technology,Laboratory,402
3063,2020,Female,Philippines,Pharmacists and Pharmacy Technicians,Pharmacy,402
3064,2021,Female,Egypt,Medicine and Surgery,Internal Medicine,402
3066,2020,Female,Egypt,Medicine and Surgery,Pediatrics,401
3071,2021,Male,India,Pharmacists and Pharmacy Technicians,Pharmacy,398
3073,2022,Female,Sudan,Pharmacists and Pharmacy Technicians,Pharmacy,397
3074,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Restorative Dentistry,397
3075,2021,Male,Sudan,Nursing and Midwifery,Nursing,396
3079,2021,Female,Sudan,Laboratories and Medical Technology,Radiological Technology,393
3083,2022,Male,Saudi Arabia,Laboratories and Medical Technology,Medical Physics,391
3084,2022,Male,Saudi Arabia,Nursing and Midwifery,Health Administration,391
3085,2020,Male,Pakistan,Medicine and Surgery,General Practice,390
3086,2018,Female,Philippines,Dentistry and Related Specialties,Dental Assistant,390
3087,2019,Female,Saudi Arabia,Dentistry and Related Specialties,General Dentistry,389
3089,2017,Female,Sudan,Laboratories and Medical Technology,Laboratory,389
3093,2021,Male,Saudi Arabia,Medicine and Surgery,Otorhinolaryngology ( Ent ),388
3094,2021,Male,Pakistan,Pharmacists and Pharmacy Technicians,Pharmacy,388
3096,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Endodontics,386
3097,2022,Female,Saudi Arabia,Medicine and Surgery,Dermatology,386
3099,2021,Male,Saudi Arabia,Medicine and Surgery,Ophthalmology,385
3101,2022,Male,Egypt,Laboratories and Medical Technology,Radiological Technology,385
3103,2022,Female,Saudi Arabia,Therapy and Rehabilitation,Anesthesia Technology,384
3106,2019,Female,Saudi Arabia,Health Administration and Community Health,Health Informatics,383
3107,2016,Male,Egypt,Medicine and Surgery,General Surgery,383
3111,2016,Male,Saudi Arabia,Laboratories and Medical Technology,Medical Devices,381
3114,2021,Male,India,Medicine and Surgery,General Practice,381
3119,2021,Female,Egypt,Medicine and Surgery,Clinical Pathology,380
3120,2021,Female,Philippines,Therapy and Rehabilitation,Physiotherapy,380
3122,2017,Male,Jordan,Nursing and Midwifery,Nursing,380
3124,2021,Male,Egypt,Medicine and Surgery,Ophthalmology,378
3126,2021,Male,Saudi Arabia,Medicine and Surgery,Anesthesia,378
3129,2021,Female,Saudi Arabia,Medicine and Surgery,Diagnostic Radiology,376
3134,2022,Male,Egypt,Medicine and Surgery,Psychiatry,375
3135,2018,Male,Pakistan,Medicine and Surgery,General Practice,375
3137,2022,Female,Saudi Arabia,Dentistry and Related Specialties,Dental,374
3138,2020,Male,Saudi Arabia,Medicine and Surgery,Family Medicine,373
3139,2020,Female,Philippines,Dentistry and Related Specialties,Dental Assistant,373
3140,2017,Male,Egypt,Medicine and Surgery,General Surgery,372
3141,2022,Female,Saudi Arabia,Dentistry and Related Specialties,Pediatric Dentistry,371
3143,2021,Male,Saudi Arabia,Nursing and Midwifery,Emergency Medical Services,371
3144,2021,Male,Egypt,Medicine and Surgery,Urology,370
3148,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Prosthodontics,369
3150,2019,Male,Saudi Arabia,Therapy and Rehabilitation,Food And Nutrition Services,369
3151,2018,Male,Egypt,Medicine and Surgery,General Surgery,368
3153,2019,Female,Philippines,Dentistry and Related Specialties,Dental Assistant,368
3154,2018,Female,Egypt,Medicine and Surgery,Obstetrics And Gynecology,367
3157,2020,Female,Saudi Arabia,Medicine and Surgery,Internal Medicine,366
3158,2016,Female,United Kingdom,Nursing and Midwifery,Nursing,366
3160,2017,Male,Saudi Arabia,Therapy and Rehabilitation,Food And Nutrition Services,364
3161,2022,Male,Sudan,Medicine and Surgery,Pediatrics,364
3162,2017,Female,Pakistan,Medicine and Surgery,General Practice,364
3163,2021,Female,Sudan,Medicine and Surgery,Pediatrics,364
3164,2022,Male,Palestine,Dentistry and Related Specialties,General Dentistry,364
