,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
7156,2018,Male,India,Pharmacists and Pharmacy Technicians,239
7157,2021,Male,Palestine,Pharmacists and Pharmacy Technicians,239
7158,2020,Male,Yemen,Medicine and Surgery,238
7162,2018,Male,Sudan,Pharmacists and Pharmacy Technicians,236
7165,2018,Female,India,Dentistry and Related Specialties,235
7167,2022,Female,India,Therapy and Rehabilitation,235
7168,2020,Female,India,Laboratories and Medical Technology,234
7171,2017,Female,Syria,Medicine and Surgery,233
7172,2016,Female,Sudan,Pharmacists and Pharmacy Technicians,232
7174,2016,Female,Egypt,Therapy and Rehabilitation,232
7175,2018,Female,Sudan,Dentistry and Related Specialties,231
7177,2022,Male,Yemen,Laboratories and Medical Technology,231
7178,2021,Female,Palestine,Dentistry and Related Specialties,231
7184,2021,Male,Jordan,Therapy and Rehabilitation,230
7185,2016,Male,India,Dentistry and Related Specialties,229
7186,2020,Male,Jordan,Pharmacists and Pharmacy Technicians,229
7187,2018,Female,Egypt,Therapy and Rehabilitation,229
7188,2017,Male,Pakistan,Pharmacists and Pharmacy Technicians,228
7190,2019,Male,India,Pharmacists and Pharmacy Technicians,228
7194,2022,Male,Algeria,Medicine and Surgery,227
7195,2016,Female,Sudan,Dentistry and Related Specialties,227
7197,2016,Female,India,Dentistry and Related Specialties,226
7199,2016,Female,Syria,Medicine and Surgery,225
7203,2019,Male,Jordan,Pharmacists and Pharmacy Technicians,224
7204,2022,Male,India,Technicians and Health Assistants,224
7207,2018,Male,Pakistan,Pharmacists and Pharmacy Technicians,223
7208,2018,Male,India,Dentistry and Related Specialties,222
7209,2018,Female,Jordan,Nursing and Midwifery,222
7214,2020,Female,Jordan,Nursing and Midwifery,221
7217,2021,Male,Bangladesh,Medicine and Surgery,220
7218,2022,Female,Tunisia,Medicine and Surgery,220
7219,2021,Male,Sudan,Therapy and Rehabilitation,220
7224,2022,Female,Nigeria,Medicine and Surgery,218
7225,2020,Male,Pakistan,Pharmacists and Pharmacy Technicians,218
7226,2017,Female,Egypt,Laboratories and Medical Technology,216
7233,2021,Female,United Kingdom,Nursing and Midwifery,214
7236,2022,Female,Jordan,Pharmacists and Pharmacy Technicians,214
7237,2021,Male,Sudan,Dentistry and Related Specialties,213
7238,2020,Male,Jordan,Dentistry and Related Specialties,213
7239,2018,Female,Syria,Medicine and Surgery,213
7240,2016,Female,Syria,Pharmacists and Pharmacy Technicians,213
7242,2017,Male,Jordan,Dentistry and Related Specialties,213
7244,2016,Male,Sudan,Pharmacists and Pharmacy Technicians,212
7249,2021,Male,United States,Medicine and Surgery,211
7252,2019,Male,Sudan,Pharmacists and Pharmacy Technicians,209
7255,2021,Female,Tunisia,Nursing and Midwifery,208
7256,2016,Male,Jordan,Dentistry and Related Specialties,208
7257,2017,Male,Syria,Pharmacists and Pharmacy Technicians,208
7260,2020,Male,Egypt,Nursing and Midwifery,207
7263,2022,Female,Yemen,Therapy and Rehabilitation,205
7264,2019,Female,Jordan,Nursing and Midwifery,205
7268,2018,Male,Jordan,Dentistry and Related Specialties,204
7269,2017,Female,China,Nursing and Midwifery,203
7270,2019,Female,United Kingdom,Nursing and Midwifery,203
7271,2019,Female,Sudan,Nursing and Midwifery,203
7274,2022,Male,Pakistan,Laboratories and Medical Technology,202
7278,2017,Female,Jordan,Dentistry and Related Specialties,200
7284,2018,Female,Egypt,Laboratories and Medical Technology,199
7290,2021,Male,Tunisia,Medicine and Surgery,198
7299,2021,Female,Jordan,Dentistry and Related Specialties,195
7302,2016,Male,Philippines,Dentistry and Related Specialties,194
7308,2016,Male,Pakistan,Pharmacists and Pharmacy Technicians,191
7309,2020,Male,Egypt,Therapy and Rehabilitation,191
7312,2022,Male,Nigeria,Therapy and Rehabilitation,189
7313,2019,Male,India,Dentistry and Related Specialties,189
7314,2019,Female,Egypt,Therapy and Rehabilitation,189
7315,2021,Male,Jordan,Laboratories and Medical Technology,189
7316,2020,Female,Egypt,Therapy and Rehabilitation,189
7318,2019,Male,Jordan,Dentistry and Related Specialties,188
7319,2020,Female,Sudan,Dentistry and Related Specialties,188
7322,2016,Male,Syria,Pharmacists and Pharmacy Technicians,187
7326,2022,Female,Bahrain,Medicine and Surgery,187
7333,2018,Female,Sudan,Pharmacists and Pharmacy Technicians,185
7336,2020,Male,Philippines,Dentistry and Related Specialties,184
7337,2016,Male,United States,Medicine and Surgery,184
7338,2017,Male,Philippines,Dentistry and Related Specialties,184
7341,2022,Female,Palestine,Medicine and Surgery,182
7343,2017,Female,India,Therapy and Rehabilitation,181
7346,2020,Female,Syria,Medicine and Surgery,181
7349,2021,Male,Lebanon,Nursing and Midwifery,180
7352,2022,Female,Lebanon,Medicine and Surgery,179
7355,2016,Female,Jordan,Dentistry and Related Specialties,179
7358,2020,Male,Yemen,Pharmacists and Pharmacy Technicians,178
7359,2021,Male,India,Technicians and Health Assistants,178
7361,2022,Female,Palestine,Laboratories and Medical Technology,178
7363,2021,Female,Syria,Pharmacists and Pharmacy Technicians,177
7365,2022,Female,Jordan,Laboratories and Medical Technology,176
7366,2019,Female,India,Dentistry and Related Specialties,176
7367,2021,Female,Jordan,Therapy and Rehabilitation,176
7368,2017,Male,Egypt,Therapy and Rehabilitation,175
7369,2019,Female,Sudan,Dentistry and Related Specialties,175
7371,2017,Male,Sudan,Dentistry and Related Specialties,175
7372,2019,Male,Pakistan,Pharmacists and Pharmacy Technicians,175
7375,2017,Female,Sudan,Therapy and Rehabilitation,175
7376,2020,Female,United Kingdom,Nursing and Midwifery,174
7377,2019,Male,Philippines,Dentistry and Related Specialties,174
7379,2018,Male,Syria,Pharmacists and Pharmacy Technicians,173
7381,2021,Female,India,Therapy and Rehabilitation,173
7383,2019,Male,Egypt,Therapy and Rehabilitation,173
7385,2020,Female,Egypt,Laboratories and Medical Technology,173
7392,2016,Female,Jordan,Pharmacists and Pharmacy Technicians,172
7393,2017,Female,Jordan,Pharmacists and Pharmacy Technicians,172
7394,2019,Female,Egypt,Laboratories and Medical Technology,171
7395,2018,Female,Syria,Pharmacists and Pharmacy Technicians,171
7400,2018,Female,Jordan,Dentistry and Related Specialties,170
7402,2021,Female,Jordan,Pharmacists and Pharmacy Technicians,170
7406,2017,Female,Indonesia,Nursing and Midwifery,169
7409,2017,Male,Yemen,Medicine and Surgery,169
7416,2019,Female,Syria,Medicine and Surgery,167
7417,2018,Male,Philippines,Dentistry and Related Specialties,166
7418,2016,Female,Egypt,Laboratories and Medical Technology,166
7421,2017,Male,United States,Medicine and Surgery,165
7422,2016,Male,Bangladesh,Medicine and Surgery,165
7426,2016,Female,United States,Nursing and Midwifery,165
7428,2020,Male,United Kingdom,Medicine and Surgery,165
7429,2018,Male,Egypt,Therapy and Rehabilitation,164
7433,2018,Female,Sudan,Nursing and Midwifery,164
7841,2021,Female,Jordan,Medicine and Surgery,163
9442,2021,Female,Yemen,Therapy and Rehabilitation,161
9443,2021,Female,Yemen,Laboratories and Medical Technology,161
9444,2020,Male,India,Therapy and Rehabilitation,161
9445,2017,Male,Bangladesh,Medicine and Surgery,161
9447,2016,Female,India,Therapy and Rehabilitation,160
9448,2020,Male,Bangladesh,Medicine and Surgery,160
9450,2017,Male,India,Therapy and Rehabilitation,159
9451,2016,Male,Egypt,Therapy and Rehabilitation,159
9454,2016,Male,Yemen,Medicine and Surgery,158
9456,2018,Female,Sudan,Therapy and Rehabilitation,158
9458,2021,Female,Tunisia,Medicine and Surgery,157
9461,2018,Male,Sudan,Dentistry and Related Specialties,156
9463,2020,Male,Syria,Pharmacists and Pharmacy Technicians,156
9464,2016,Male,Palestine,Medicine and Surgery,155
9479,2017,Male,Palestine,Medicine and Surgery,154
9480,2020,Female,Sudan,Therapy and Rehabilitation,153
9482,2020,Female,Indonesia,Nursing and Midwifery,153
9486,2016,Female,Ireland,Nursing and Midwifery,152
9488,2018,Male,India,Therapy and Rehabilitation,152
9490,2020,Female,India,Dentistry and Related Specialties,151
9495,2018,Male,Bangladesh,Medicine and Surgery,151
9499,2020,Male,Palestine,Medicine and Surgery,150
9500,2017,Female,Sudan,Nursing and Midwifery,149
9510,2017,Male,Jordan,Therapy and Rehabilitation,146
9512,2019,Male,Bangladesh,Medicine and Surgery,146
9517,2016,Male,India,Therapy and Rehabilitation,144
9518,2018,Male,Yemen,Medicine and Surgery,144
9520,2019,Male,Nigeria,Medicine and Surgery,144
9521,2019,Female,Jordan,Dentistry and Related Specialties,144
9526,2016,Male,Sudan,Dentistry and Related Specialties,143
9532,2017,Female,United States,Nursing and Midwifery,140
9535,2016,Male,United Kingdom,Medicine and Surgery,140
9536,2022,Male,Lebanon,Dentistry and Related Specialties,140
9538,2018,Male,United States,Medicine and Surgery,140
9540,2019,Male,India,Therapy and Rehabilitation,140
9542,2021,Male,Pakistan,Nursing and Midwifery,139
9543,2017,Male,Jordan,Laboratories and Medical Technology,139
9545,2021,Male,Yemen,Laboratories and Medical Technology,139
9547,2021,Male,Pakistan,Laboratories and Medical Technology,139
9548,2021,Female,Jordan,Laboratories and Medical Technology,138
9551,2020,Male,Jordan,Therapy and Rehabilitation,138
9552,2021,Female,Nigeria,Medicine and Surgery,138
9553,2020,Male,India,Technicians and Health Assistants,138
9554,2018,Female,Jordan,Pharmacists and Pharmacy Technicians,138
9556,2018,Female,China,Nursing and Midwifery,138
9560,2021,Female,Yemen,Nursing and Midwifery,137
9564,2017,Male,United Kingdom,Medicine and Surgery,136
9565,2022,Female,Algeria,Medicine and Surgery,136
9567,2018,Male,Jordan,Therapy and Rehabilitation,135
9568,2022,Female,Nigeria,Nursing and Midwifery,135
9569,2020,Male,Yemen,Dentistry and Related Specialties,135
9570,2019,Female,Indonesia,Nursing and Midwifery,135
9571,2022,Female,Palestine,Pharmacists and Pharmacy Technicians,135
9574,2018,Male,Palestine,Medicine and Surgery,134
9575,2016,Male,Jordan,Laboratories and Medical Technology,134
9579,2022,Male,Pakistan,Dentistry and Related Specialties,134
9580,2019,Male,Jordan,Therapy and Rehabilitation,134
9581,2017,Female,Jordan,Laboratories and Medical Technology,133
9586,2022,Female,Nepal,Nursing and Midwifery,132
9587,2020,Female,India,Therapy and Rehabilitation,132
9588,2018,Female,India,Therapy and Rehabilitation,132
9589,2017,Female,Jordan,Therapy and Rehabilitation,131
9595,2019,Male,United Kingdom,Medicine and Surgery,131
9601,2016,Female,Sudan,Therapy and Rehabilitation,130
9605,2016,Female,Canada,Nursing and Midwifery,129
9610,2020,Female,Jordan,Dentistry and Related Specialties,129
9611,2022,Male,Tunisia,Nursing and Midwifery,129
9614,2019,Male,Yemen,Medicine and Surgery,128
9615,2016,Male,Sudan,Nursing and Midwifery,128
9616,2019,Male,Syria,Pharmacists and Pharmacy Technicians,128
9618,2018,Male,United Kingdom,Medicine and Surgery,128
9619,2017,Female,Czech Republic,Nursing and Midwifery,127
9623,2019,Male,Egypt,Nursing and Midwifery,127
9624,2017,Female,Pakistan,Dentistry and Related Specialties,127
9625,2022,Male,Ireland,Medicine and Surgery,127
9630,2021,Female,Bahrain,Medicine and Surgery,126
9635,2016,Female,Jordan,Therapy and Rehabilitation,125
9639,2020,Female,Yemen,Medicine and Surgery,125
9641,2016,Female,Czech Republic,Nursing and Midwifery,125
9643,2018,Male,Nigeria,Medicine and Surgery,124
9647,2018,Female,Yemen,Therapy and Rehabilitation,123
9649,2019,Male,Sudan,Dentistry and Related Specialties,123
9652,2017,Female,Yemen,Therapy and Rehabilitation,123
9656,2021,Male,Algeria,Medicine and Surgery,122
9659,2020,Male,Palestine,Pharmacists and Pharmacy Technicians,122
9660,2022,Male,Syria,Therapy and Rehabilitation,122
9664,2017,Female,Ireland,Nursing and Midwifery,121
9666,2016,Male,Jordan,Therapy and Rehabilitation,121
9668,2021,Female,Ireland,Nursing and Midwifery,121
9669,2016,Female,Sudan,Nursing and Midwifery,121
9670,2018,Female,Indonesia,Nursing and Midwifery,121
9674,2019,Female,Sudan,Therapy and Rehabilitation,120
9675,2022,Male,Malaysia,Nursing and Midwifery,120
9676,2020,Male,United States,Medicine and Surgery,120
9680,2020,Male,Sudan,Nursing and Midwifery,119
9681,2022,Male,Pakistan,Therapy and Rehabilitation,118
9683,2018,Female,Jordan,Therapy and Rehabilitation,118
9684,2021,Female,Palestine,Laboratories and Medical Technology,118
9687,2022,Female,Palestine,Therapy and Rehabilitation,118
9689,2017,Male,Egypt,Nursing and Midwifery,118
9690,2020,Female,Yemen,Dentistry and Related Specialties,118
9691,2016,Female,Australia,Nursing and Midwifery,118
9692,2018,Female,Jordan,Laboratories and Medical Technology,117
9693,2021,Male,Nigeria,Therapy and Rehabilitation,117
9696,2017,Male,Sudan,Nursing and Midwifery,117
9700,2022,Male,Philippines,Technicians and Health Assistants,117
9703,2017,Male,Nigeria,Medicine and Surgery,116
9704,2022,Male,Sudan,Technicians and Health Assistants,115
9705,2022,Male,Philippines,Pharmacists and Pharmacy Technicians,115
9707,2021,Female,Lebanon,Medicine and Surgery,115
9709,2022,Female,Ireland,Nursing and Midwifery,115
9710,2018,Male,Jordan,Laboratories and Medical Technology,115
9713,2022,Female,Syria,Therapy and Rehabilitation,114
9719,2017,Male,Palestine,Pharmacists and Pharmacy Technicians,113
9723,2016,Female,Jordan,Laboratories and Medical Technology,113
9725,2019,Female,India,Therapy and Rehabilitation,112
9727,2017,Female,Canada,Nursing and Midwifery,112
9729,2020,Male,Sudan,Dentistry and Related Specialties,112
9730,2018,Female,Czech Republic,Nursing and Midwifery,111
9733,2019,Female,Sudan,Pharmacists and Pharmacy Technicians,111
9741,2019,Female,Ireland,Nursing and Midwifery,110
9742,2016,Male,Palestine,Pharmacists and Pharmacy Technicians,110
9744,2019,Male,United States,Medicine and Surgery,110
9745,2017,Female,Yemen,Dentistry and Related Specialties,110
9748,2017,Female,Yemen,Laboratories and Medical Technology,109
9753,2019,Male,Palestine,Medicine and Surgery,109
9758,2018,Male,Egypt,Nursing and Midwifery,108
9759,2022,Female,South Korea,Nursing and Midwifery,108
9760,2016,Female,Lebanon,Nursing and Midwifery,107
9762,2018,Female,Pakistan,Dentistry and Related Specialties,107
9767,2016,Male,Egypt,Nursing and Midwifery,107
9768,2017,Male,Yemen,Pharmacists and Pharmacy Technicians,107
9774,2020,Male,Jordan,Laboratories and Medical Technology,106
9777,2016,Female,Pakistan,Dentistry and Related Specialties,106
9780,2018,Female,Ireland,Nursing and Midwifery,106
9786,2020,Female,Jordan,Therapy and Rehabilitation,105
9789,2018,Female,Yemen,Dentistry and Related Specialties,105
9793,2021,Male,Tunisia,Nursing and Midwifery,104
9794,2022,Female,Somalia,Nursing and Midwifery,104
9795,2020,Female,Ireland,Nursing and Midwifery,104
9801,2019,Male,Jordan,Laboratories and Medical Technology,104
9807,2022,Male,Yemen,Therapy and Rehabilitation,103
9814,2018,Female,United States,Nursing and Midwifery,102
9820,2022,Female,Philippines,Medicine and Surgery,101
9824,2019,Male,Palestine,Pharmacists and Pharmacy Technicians,100
9828,2020,Male,Tunisia,Medicine and Surgery,100
9831,2022,Female,Pakistan,Dentistry and Related Specialties,100
9832,2016,Male,Yemen,Pharmacists and Pharmacy Technicians,100
9833,2017,Male,Pakistan,Laboratories and Medical Technology,100
9838,2020,Male,Palestine,Dentistry and Related Specialties,99
9845,2018,Male,Palestine,Pharmacists and Pharmacy Technicians,99
9856,2021,Female,Palestine,Pharmacists and Pharmacy Technicians,98
9857,2018,Male,Sudan,Nursing and Midwifery,98
9859,2022,Male,Canada,Medicine and Surgery,97
9860,2018,Male,Yemen,Pharmacists and Pharmacy Technicians,97
9861,2022,Female,Syria,Laboratories and Medical Technology,97
9862,2021,Male,Philippines,Technicians and Health Assistants,97
9866,2016,Male,Pakistan,Laboratories and Medical Technology,97
9867,2021,Male,Ireland,Medicine and Surgery,97
9874,2017,Female,Yemen,Medicine and Surgery,96
9877,2018,Female,Yemen,Laboratories and Medical Technology,96
9878,2016,Male,Pakistan,Nursing and Midwifery,95
9882,2017,Female,Lebanon,Nursing and Midwifery,95
9889,2022,Female,Yemen,Pharmacists and Pharmacy Technicians,94
9890,2017,Male,Lebanon,Medicine and Surgery,94
9893,2019,Female,Jordan,Therapy and Rehabilitation,94
9895,2022,Female,United Kingdom,Medicine and Surgery,93
9896,2020,Female,Sudan,Pharmacists and Pharmacy Technicians,93
9897,2019,Male,Sudan,Nursing and Midwifery,93
9900,2017,Female,Australia,Nursing and Midwifery,93
9903,2019,Female,Syria,Pharmacists and Pharmacy Technicians,93
9907,2016,Male,Lebanon,Nursing and Midwifery,92
9908,2018,Female,Yemen,Medicine and Surgery,92
9909,2020,Male,Philippines,Technicians and Health Assistants,92
9911,2021,Male,Lebanon,Dentistry and Related Specialties,92
9912,2017,Male,Pakistan,Nursing and Midwifery,92
9914,2021,Female,South Korea,Nursing and Midwifery,92
9918,2016,Female,Yemen,Therapy and Rehabilitation,91
9923,2016,Female,Yemen,Dentistry and Related Specialties,91
9926,2019,Female,Jordan,Pharmacists and Pharmacy Technicians,90
9928,2019,Female,United States,Nursing and Midwifery,90
9932,2021,Male,Malaysia,Nursing and Midwifery,89
9933,2021,Female,Palestine,Medicine and Surgery,89
9936,2021,Female,United States,Nursing and Midwifery,89
9939,2021,Male,Philippines,Pharmacists and Pharmacy Technicians,89
9942,2019,Male,Yemen,Pharmacists and Pharmacy Technicians,89
9946,2019,Female,China,Nursing and Midwifery,88
9950,2017,Female,Jordan,Medicine and Surgery,88
9954,2022,Male,Palestine,Therapy and Rehabilitation,88
