,Active_Years,City_Name_En,Longitude,Latitude,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
532,2020,Al-Ahsa,49.449963,25.141626,Female,Philippines,Nursing and Midwifery,753
533,2019,Makkah,39.857912,21.389082,Female,Philippines,Nursing and Midwifery,751
535,2016,Riyadh,46.675296,24.713552,Male,Saudi Arabia,Health Administration and Community Health,748
536,2019,Taif,40.424819,21.284078,Female,India,Nursing and Midwifery,748
538,2022,Hail,41.720824,27.51141,Male,Saudi Arabia,Laboratories and Medical Technology,746
539,2017,Riyadh,46.675296,24.713552,Female,Philippines,Laboratories and Medical Technology,746
540,2021,Madinah,39.569184,24.524654,Male,Saudi Arabia,Technicians and Health Assistants,745
541,2017,Jeddah,39.192505,21.485811,Male,Saudi Arabia,Therapy and Rehabilitation,744
544,2022,Makkah,39.857912,21.389082,Male,Saudi Arabia,Technicians and Health Assistants,744
546,2022,Riyadh,46.675296,24.713552,Male,Egypt,Technicians and Health Assistants,743
548,2017,Riyadh,46.675296,24.713552,Male,Saudi Arabia,Health Administration and Community Health,743
550,2021,Jazan,42.570567,16.889359,Male,Saudi Arabia,Health Administration and Community Health,739
554,2022,Dammam,50.088794,26.420683,Female,Saudi Arabia,Medicine and Surgery,735
555,2022,Sakaka,40.104306,29.878003,Male,Saudi Arabia,Nursing and Midwifery,734
556,2022,Abha,42.511724,18.246468,Male,Saudi Arabia,Health Administration and Community Health,733
558,2018,Riyadh,46.675296,24.713552,Female,Philippines,Laboratories and Medical Technology,732
559,2022,Hail,41.720824,27.51141,Female,Philippines,Nursing and Midwifery,731
560,2018,Al-Ahsa,49.449963,25.141626,Female,Saudi Arabia,Therapy and Rehabilitation,731
561,2022,Qassim,43.483738,26.207826,Female,Saudi Arabia,Nursing and Midwifery,730
562,2016,Riyadh,46.675296,24.713552,Female,Philippines,Laboratories and Medical Technology,729
563,2016,Riyadh,46.675296,24.713552,Male,Saudi Arabia,Nursing and Midwifery,729
565,2016,Makkah,39.857912,21.389082,Female,Philippines,Nursing and Midwifery,728
566,2017,Qassim,43.483738,26.207826,Female,Philippines,Nursing and Midwifery,727
567,2016,Jeddah,39.192505,21.485811,Male,Egypt,Medicine and Surgery,726
568,2021,Taif,40.424819,21.284078,Male,Saudi Arabia,Health Administration and Community Health,723
569,2019,Khobar,50.080072,26.182911,Female,Philippines,Nursing and Midwifery,720
570,2021,Taif,40.424819,21.284078,Male,Saudi Arabia,Nursing and Midwifery,719
571,2022,Jazan,42.570567,16.889359,Female,Saudi Arabia,Therapy and Rehabilitation,716
572,2022,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Technicians and Health Assistants,716
573,2019,Jeddah,39.192505,21.485811,Male,Saudi Arabia,Therapy and Rehabilitation,713
574,2021,Dammam,50.088794,26.420683,Female,India,Nursing and Midwifery,711
575,2022,Najran,44.228944,17.565604,Female,Philippines,Nursing and Midwifery,710
576,2019,Riyadh,46.675296,24.713552,Female,Malaysia,Nursing and Midwifery,709
582,2020,Khobar,50.080072,26.182911,Female,Philippines,Nursing and Midwifery,706
583,2021,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Health Administration and Community Health,705
584,2021,Riyadh,46.675296,24.713552,Female,Saudi Arabia,Health Administration and Community Health,705
585,2020,Madinah,39.569184,24.524654,Female,Saudi Arabia,Nursing and Midwifery,703
586,2022,Riyadh,46.675296,24.713552,Female,Sudan,Laboratories and Medical Technology,703
587,2018,Qassim,43.483738,26.207826,Female,Philippines,Nursing and Midwifery,701
588,2022,Dammam,50.088794,26.420683,Male,Egypt,Medicine and Surgery,701
589,2016,Qassim,43.483738,26.207826,Female,Philippines,Nursing and Midwifery,701
590,2021,Makkah,39.857912,21.389082,Male,Saudi Arabia,Nursing and Midwifery,700
593,2020,Riyadh,46.675296,24.713552,Female,Saudi Arabia,Medicine and Surgery,698
594,2021,Makkah,39.857912,21.389082,Male,Saudi Arabia,Medicine and Surgery,698
595,2022,Al-Ahsa,49.449963,25.141626,Male,Saudi Arabia,Therapy and Rehabilitation,696
596,2020,Riyadh,46.675296,24.713552,Female,Saudi Arabia,Dentistry and Related Specialties,696
600,2021,Arar,41.059564,30.959945,Female,Saudi Arabia,Nursing and Midwifery,691
601,2017,Jeddah,39.192505,21.485811,Male,Egypt,Medicine and Surgery,691
602,2019,Jeddah,39.192505,21.485811,Male,Saudi Arabia,Health Administration and Community Health,691
606,2021,Hafr Albatin,45.962711,28.378415,Male,Saudi Arabia,Nursing and Midwifery,686
607,2020,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Laboratories and Medical Technology,685
608,2020,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Medicine and Surgery,685
609,2019,Riyadh,46.675296,24.713552,Female,Philippines,Laboratories and Medical Technology,684
610,2022,Qassim,43.483738,26.207826,Male,Saudi Arabia,Nursing and Midwifery,684
613,2021,Madinah,39.569184,24.524654,Male,Saudi Arabia,Health Administration and Community Health,681
617,2022,Jazan,42.570567,16.889359,Female,India,Nursing and Midwifery,677
618,2019,Riyadh,46.675296,24.713552,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,674
619,2022,Tabuk,36.566191,28.383508,Male,Saudi Arabia,Laboratories and Medical Technology,674
621,2020,Riyadh,46.675296,24.713552,Female,Egypt,Medicine and Surgery,670
623,2022,Najran,44.228944,17.565604,Female,India,Nursing and Midwifery,669
624,2022,Tabuk,36.566191,28.383508,Female,India,Nursing and Midwifery,667
625,2020,Qassim,43.483738,26.207826,Female,Philippines,Nursing and Midwifery,667
626,2021,Abha,42.511724,18.246468,Female,Philippines,Nursing and Midwifery,666
627,2020,Riyadh,46.675296,24.713552,Female,Philippines,Laboratories and Medical Technology,666
629,2021,Makkah,39.857912,21.389082,Male,Egypt,Medicine and Surgery,666
632,2022,Khobar,50.080072,26.182911,Female,India,Nursing and Midwifery,663
633,2022,Taif,40.424819,21.284078,Male,Saudi Arabia,Medicine and Surgery,663
634,2021,Qassim,43.483738,26.207826,Female,India,Nursing and Midwifery,662
635,2020,Riyadh,46.675296,24.713552,Male,Saudi Arabia,Dentistry and Related Specialties,662
637,2021,Taif,40.424819,21.284078,Female,India,Nursing and Midwifery,661
639,2022,Abha,42.511724,18.246468,Male,Saudi Arabia,Dentistry and Related Specialties,660
640,2021,Madinah,39.569184,24.524654,Male,Egypt,Medicine and Surgery,660
642,2022,Najran,44.228944,17.565604,Male,Saudi Arabia,Nursing and Midwifery,657
644,2020,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Health Administration and Community Health,654
646,2019,Qassim,43.483738,26.207826,Female,Philippines,Nursing and Midwifery,653
647,2022,Madinah,39.569184,24.524654,Female,Saudi Arabia,Laboratories and Medical Technology,652
649,2016,Taif,40.424819,21.284078,Female,India,Nursing and Midwifery,651
654,2019,Jeddah,39.192505,21.485811,Male,Egypt,Medicine and Surgery,648
655,2022,Taif,40.424819,21.284078,Male,Saudi Arabia,Therapy and Rehabilitation,647
656,2022,Riyadh,46.675296,24.713552,Female,Philippines,Dentistry and Related Specialties,647
657,2018,Jeddah,39.192505,21.485811,Male,Egypt,Medicine and Surgery,645
658,2022,Jazan,42.570567,16.889359,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,643
666,2022,Khobar,50.080072,26.182911,Female,Saudi Arabia,Nursing and Midwifery,640
668,2022,Makkah,39.857912,21.389082,Female,India,Nursing and Midwifery,638
669,2022,Riyadh,46.675296,24.713552,Male,Jordan,Nursing and Midwifery,638
670,2021,Najran,44.228944,17.565604,Male,Saudi Arabia,Technicians and Health Assistants,637
671,2017,Abha,42.511724,18.246468,Female,Philippines,Nursing and Midwifery,635
672,2018,Jeddah,39.192505,21.485811,Male,Saudi Arabia,Health Administration and Community Health,634
674,2021,Abha,42.511724,18.246468,Male,Saudi Arabia,Medicine and Surgery,634
678,2021,Tabuk,36.566191,28.383508,Female,Philippines,Nursing and Midwifery,631
680,2022,Jazan,42.570567,16.889359,Male,Saudi Arabia,Technicians and Health Assistants,629
682,2022,Al-Ahsa,49.449963,25.141626,Male,Egypt,Medicine and Surgery,628
683,2021,Jeddah,39.192505,21.485811,Male,Philippines,Nursing and Midwifery,628
686,2019,Al-Ahsa,49.449963,25.141626,Female,Saudi Arabia,Therapy and Rehabilitation,628
687,2017,Riyadh,46.675296,24.713552,Female,Egypt,Medicine and Surgery,625
689,2021,Jeddah,39.192505,21.485811,Female,Egypt,Medicine and Surgery,624
692,2019,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Health Administration and Community Health,622
693,2021,Riyadh,46.675296,24.713552,Male,Syria,Medicine and Surgery,621
694,2022,Jazan,42.570567,16.889359,Female,Saudi Arabia,Laboratories and Medical Technology,618
695,2022,Dammam,50.088794,26.420683,Male,Saudi Arabia,Laboratories and Medical Technology,617
697,2020,Al-Ahsa,49.449963,25.141626,Female,India,Nursing and Midwifery,617
701,2021,Najran,44.228944,17.565604,Male,Saudi Arabia,Health Administration and Community Health,613
703,2020,Riyadh,46.675296,24.713552,Female,Malaysia,Nursing and Midwifery,613
705,2022,Khamis Mushait,42.766233,18.309339,Female,Philippines,Nursing and Midwifery,613
707,2021,Makkah,39.857912,21.389082,Male,Saudi Arabia,Laboratories and Medical Technology,609
709,2016,Riyadh,46.675296,24.713552,Female,Egypt,Medicine and Surgery,608
712,2019,Riyadh,46.675296,24.713552,Female,Saudi Arabia,Nursing and Midwifery,607
714,2021,Taif,40.424819,21.284078,Male,Saudi Arabia,Laboratories and Medical Technology,603
715,2022,Madinah,39.569184,24.524654,Female,Saudi Arabia,Therapy and Rehabilitation,602
717,2022,Al-Ahsa,49.449963,25.141626,Female,Saudi Arabia,Therapy and Rehabilitation,599
718,2022,Alqatif  ,49.998236,26.576492,Female,Saudi Arabia,Medicine and Surgery,598
720,2022,Al-Ahsa,49.449963,25.141626,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,593
721,2016,Abha,42.511724,18.246468,Female,Philippines,Nursing and Midwifery,593
724,2022,Hail,41.720824,27.51141,Male,Saudi Arabia,Therapy and Rehabilitation,592
727,2017,Tabuk,36.566191,28.383508,Female,Philippines,Nursing and Midwifery,590
729,2018,Al-Ahsa,49.449963,25.141626,Female,India,Nursing and Midwifery,590
730,2021,Qassim,43.483738,26.207826,Male,Saudi Arabia,Health Administration and Community Health,589
731,2016,Jeddah,39.192505,21.485811,Male,Saudi Arabia,Therapy and Rehabilitation,588
732,2019,Al-Ahsa,49.449963,25.141626,Female,India,Nursing and Midwifery,587
737,2021,Madinah,39.569184,24.524654,Male,Saudi Arabia,Therapy and Rehabilitation,582
740,2021,Riyadh,46.675296,24.713552,Male,Pakistan,Medicine and Surgery,581
741,2021,Riyadh,46.675296,24.713552,Female,Saudi Arabia,Technicians and Health Assistants,580
743,2022,Dammam,50.088794,26.420683,Male,Saudi Arabia,Therapy and Rehabilitation,579
750,2021,Najran,44.228944,17.565604,Male,Saudi Arabia,Therapy and Rehabilitation,576
751,2022,Madinah,39.569184,24.524654,Female,Saudi Arabia,Medicine and Surgery,576
754,2021,Madinah,39.569184,24.524654,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,575
758,2022,Al-Ahsa,49.449963,25.141626,Male,Saudi Arabia,Laboratories and Medical Technology,573
761,2021,Jazan,42.570567,16.889359,Female,India,Nursing and Midwifery,572
763,2018,Riyadh,46.675296,24.713552,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,571
764,2016,Jazan,42.570567,16.889359,Female,India,Nursing and Midwifery,571
769,2021,Jeddah,39.192505,21.485811,Male,Saudi Arabia,Dentistry and Related Specialties,567
770,2022,Hafr Albatin,45.962711,28.378415,Male,Saudi Arabia,Technicians and Health Assistants,567
771,2022,Dhahran,50.039302,26.236125,Female,Philippines,Nursing and Midwifery,567
772,2018,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Laboratories and Medical Technology,566
773,2020,Jeddah,39.192505,21.485811,Male,Saudi Arabia,Laboratories and Medical Technology,566
775,2018,Makkah,39.857912,21.389082,Female,Saudi Arabia,Therapy and Rehabilitation,565
778,2017,Riyadh,46.675296,24.713552,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,564
780,2018,Abha,42.511724,18.246468,Female,Philippines,Nursing and Midwifery,564
782,2022,Dammam,50.088794,26.420683,Female,Saudi Arabia,Dentistry and Related Specialties,563
785,2019,Riyadh,46.675296,24.713552,Female,Egypt,Medicine and Surgery,560
787,2022,Taif,40.424819,21.284078,Male,Saudi Arabia,Technicians and Health Assistants,558
789,2020,Dammam,50.088794,26.420683,Female,India,Nursing and Midwifery,557
790,2017,Al-Ahsa,49.449963,25.141626,Female,India,Nursing and Midwifery,555
792,2020,Qassim,43.483738,26.207826,Female,India,Nursing and Midwifery,553
793,2018,Riyadh,46.675296,24.713552,Female,Egypt,Medicine and Surgery,553
796,2022,Buraidah,43.981812,26.359231,Male,Saudi Arabia,Health Administration and Community Health,552
797,2018,Riyadh,46.675296,24.713552,Female,Saudi Arabia,Nursing and Midwifery,550
798,2022,Hail,41.720824,27.51141,Male,Egypt,Medicine and Surgery,550
802,2021,Najran,44.228944,17.565604,Female,India,Nursing and Midwifery,547
804,2016,Al-Ahsa,49.449963,25.141626,Female,India,Nursing and Midwifery,547
807,2017,Al-Ahsa,49.449963,25.141626,Female,Saudi Arabia,Therapy and Rehabilitation,545
808,2017,Najran,44.228944,17.565604,Female,India,Nursing and Midwifery,544
809,2022,Madinah,39.569184,24.524654,Male,Egypt,Pharmacists and Pharmacy Technicians,544
810,2020,Taif,40.424819,21.284078,Male,Saudi Arabia,Health Administration and Community Health,544
814,2021,Hail,41.720824,27.51141,Female,Philippines,Nursing and Midwifery,542
816,2022,Makkah,39.857912,21.389082,Male,Egypt,Pharmacists and Pharmacy Technicians,540
819,2020,Riyadh,46.675296,24.713552,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,538
820,2021,Makkah,39.857912,21.389082,Female,Saudi Arabia,Laboratories and Medical Technology,536
824,2021,Riyadh,46.675296,24.713552,Male,Egypt,Technicians and Health Assistants,534
827,2022,Jazan,42.570567,16.889359,Female,Saudi Arabia,Technicians and Health Assistants,530
829,2021,Khobar,50.080072,26.182911,Male,Egypt,Pharmacists and Pharmacy Technicians,530
831,2021,Abha,42.511724,18.246468,Male,Saudi Arabia,Nursing and Midwifery,529
833,2022,Madinah,39.569184,24.524654,Female,India,Nursing and Midwifery,529
835,2021,Makkah,39.857912,21.389082,Male,Saudi Arabia,Therapy and Rehabilitation,528
840,2021,Riyadh,46.675296,24.713552,Female,Egypt,Nursing and Midwifery,526
842,2022,Bisha,42.590167,19.976352,Female,Saudi Arabia,Nursing and Midwifery,526
844,2022,Albahah,41.471273,20.021741,Female,Philippines,Nursing and Midwifery,525
846,2018,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Health Administration and Community Health,523
850,2022,Al-Ahsa,49.449963,25.141626,Male,Saudi Arabia,Technicians and Health Assistants,520
851,2016,Najran,44.228944,17.565604,Female,India,Nursing and Midwifery,520
852,2022,Alqatif  ,49.998236,26.576492,Female,Saudi Arabia,Laboratories and Medical Technology,519
854,2021,Najran,44.228944,17.565604,Male,Saudi Arabia,Laboratories and Medical Technology,518
855,2020,Tabuk,36.566191,28.383508,Female,Philippines,Nursing and Midwifery,518
856,2021,Abha,42.511724,18.246468,Male,Saudi Arabia,Therapy and Rehabilitation,518
859,2019,Najran,44.228944,17.565604,Female,India,Nursing and Midwifery,515
863,2021,Qassim,43.483738,26.207826,Male,Saudi Arabia,Therapy and Rehabilitation,514
865,2022,Abha,42.511724,18.246468,Female,Saudi Arabia,Laboratories and Medical Technology,513
868,2020,Abha,42.511724,18.246468,Female,Philippines,Nursing and Midwifery,512
869,2021,Najran,44.228944,17.565604,Female,Philippines,Nursing and Midwifery,512
870,2021,Madinah,39.569184,24.524654,Male,Saudi Arabia,Medicine and Surgery,512
871,2018,Taif,40.424819,21.284078,Male,Saudi Arabia,Health Administration and Community Health,511
872,2022,Riyadh,46.675296,24.713552,Male,India,Nursing and Midwifery,511
875,2017,Riyadh,46.675296,24.713552,Female,Saudi Arabia,Nursing and Midwifery,510
1083,2022,Najran,44.228944,17.565604,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,509
2882,2017,Hail,41.720824,27.51141,Female,Philippines,Nursing and Midwifery,507
2883,2017,Dammam,50.088794,26.420683,Female,India,Nursing and Midwifery,507
2885,2019,Abha,42.511724,18.246468,Female,Philippines,Nursing and Midwifery,506
2886,2021,Tabuk,36.566191,28.383508,Female,India,Nursing and Midwifery,506
2888,2018,Najran,44.228944,17.565604,Female,India,Nursing and Midwifery,505
2889,2019,Riyadh,46.675296,24.713552,Male,Saudi Arabia,Medicine and Surgery,505
2891,2020,Al-Ahsa,49.449963,25.141626,Female,Saudi Arabia,Therapy and Rehabilitation,505
2892,2018,Tabuk,36.566191,28.383508,Female,Philippines,Nursing and Midwifery,505
2896,2022,Qassim,43.483738,26.207826,Male,Egypt,Medicine and Surgery,503
2897,2016,Dammam,50.088794,26.420683,Female,India,Nursing and Midwifery,503
2898,2022,Hail,41.720824,27.51141,Female,India,Nursing and Midwifery,502
2900,2017,Jeddah,39.192505,21.485811,Male,Saudi Arabia,Health Administration and Community Health,501
2901,2021,Jazan,42.570567,16.889359,Male,Saudi Arabia,Therapy and Rehabilitation,499
2903,2021,Jazan,42.570567,16.889359,Male,Saudi Arabia,Nursing and Midwifery,498
2904,2022,Jubail,49.568742,26.959771,Female,Philippines,Nursing and Midwifery,498
2905,2022,Hail,41.720824,27.51141,Male,Saudi Arabia,Health Administration and Community Health,498
2906,2019,Jeddah,39.192505,21.485811,Female,Saudi Arabia,Laboratories and Medical Technology,497
2908,2021,Riyadh,46.675296,24.713552,Male,Syria,Dentistry and Related Specialties,496
2913,2021,Makkah,39.857912,21.389082,Female,Saudi Arabia,Therapy and Rehabilitation,495
2918,2021,Sakaka,40.104306,29.878003,Male,Saudi Arabia,Nursing and Midwifery,493
2919,2022,Jazan,42.570567,16.889359,Female,Philippines,Nursing and Midwifery,492
2920,2018,Jazan,42.570567,16.889359,Female,India,Nursing and Midwifery,491
2921,2020,Makkah,39.857912,21.389082,Female,Saudi Arabia,Therapy and Rehabilitation,491
2922,2016,Hail,41.720824,27.51141,Female,Philippines,Nursing and Midwifery,491
2923,2016,Tabuk,36.566191,28.383508,Female,Philippines,Nursing and Midwifery,490
2924,2019,Makkah,39.857912,21.389082,Female,Saudi Arabia,Therapy and Rehabilitation,489
2925,2021,Makkah,39.857912,21.389082,Female,Saudi Arabia,Medicine and Surgery,489
2926,2022,Dammam,50.088794,26.420683,Male,Philippines,Nursing and Midwifery,488
2927,2021,Makkah,39.857912,21.389082,Male,Saudi Arabia,Technicians and Health Assistants,488
2928,2022,Riyadh,46.675296,24.713552,Female,Philippines,Therapy and Rehabilitation,488
2929,2020,Tabuk,36.566191,28.383508,Female,India,Nursing and Midwifery,488
2931,2019,Taif,40.424819,21.284078,Male,Saudi Arabia,Health Administration and Community Health,487
2932,2018,Hail,41.720824,27.51141,Female,Philippines,Nursing and Midwifery,487
2933,2022,Buraidah,43.981812,26.359231,Female,Saudi Arabia,Nursing and Midwifery,486
2934,2021,Qassim,43.483738,26.207826,Male,Saudi Arabia,Laboratories and Medical Technology,486
2935,2022,Jazan,42.570567,16.889359,Male,Saudi Arabia,Medicine and Surgery,486
2938,2020,Najran,44.228944,17.565604,Female,India,Nursing and Midwifery,484
2941,2018,Dammam,50.088794,26.420683,Female,India,Nursing and Midwifery,482
2942,2021,Abha,42.511724,18.246468,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,482
2944,2019,Tabuk,36.566191,28.383508,Female,Philippines,Nursing and Midwifery,480
2947,2021,Dammam,50.088794,26.420683,Male,Egypt,Pharmacists and Pharmacy Technicians,478
