,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Profile_Status_En,Number_of_Practitioners
4993,2021,Female,Yemen,Dentistry and Related Specialties,Clear,317
4994,2022,Male,Bangladesh,Medicine and Surgery,Clear,316
4996,2017,Female,United Kingdom,Nursing and Midwifery,Clear,315
4997,2016,Female,Syria,Dentistry and Related Specialties,Clear,315
4998,2018,Male,Egypt,Laboratories and Medical Technology,Clear,314
4999,2016,Female,India,Laboratories and Medical Technology,Clear,314
7013,2016,Male,Philippines,Therapy and Rehabilitation,Clear,309
7015,2021,Male,India,Therapy and Rehabilitation,Clear,306
7021,2016,Male,Sudan,Laboratories and Medical Technology,Clear,302
7027,2022,Male,Tunisia,Medicine and Surgery,Clear,299
7028,2019,Male,Egypt,Laboratories and Medical Technology,Clear,298
7030,2021,Male,United Kingdom,Medicine and Surgery,Clear,298
7031,2021,Female,Egypt,Therapy and Rehabilitation,Clear,298
7032,2018,Female,India,Medicine and Surgery,Clear,297
7036,2018,Female,Syria,Dentistry and Related Specialties,Clear,296
7037,2021,Male,Palestine,Dentistry and Related Specialties,Clear,296
7043,2019,Male,Jordan,Nursing and Midwifery,Clear,294
7061,2021,Female,Egypt,Laboratories and Medical Technology,Clear,284
7062,2022,Female,Yemen,Laboratories and Medical Technology,Clear,283
7063,2017,Female,Jordan,Nursing and Midwifery,Clear,283
7067,2020,Female,India,Medicine and Surgery,Clear,283
7076,2020,Female,Syria,Dentistry and Related Specialties,Clear,278
7080,2019,Male,Sudan,Laboratories and Medical Technology,Clear,275
7081,2017,Female,India,Laboratories and Medical Technology,Clear,275
7086,2020,Male,Sudan,Pharmacists and Pharmacy Technicians,Clear,273
7088,2022,Male,Lebanon,Nursing and Midwifery,Clear,272
7091,2022,Male,Jordan,Laboratories and Medical Technology,Clear,270
7092,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Clear,270
7098,2017,Female,India,Dentistry and Related Specialties,Clear,267
7100,2021,Female,India,Dentistry and Related Specialties,Clear,266
7101,2022,Female,Jordan,Medicine and Surgery,Clear,266
7102,2018,Male,Jordan,Pharmacists and Pharmacy Technicians,Clear,266
7103,2019,Female,India,Medicine and Surgery,Clear,266
7107,2018,Female,United Kingdom,Nursing and Midwifery,Clear,262
7112,2017,Female,Sudan,Dentistry and Related Specialties,Clear,261
7120,2022,Female,Jordan,Therapy and Rehabilitation,Clear,258
7124,2022,Male,United States,Medicine and Surgery,Clear,257
7125,2018,Female,India,Nursing and Midwifery,Blacklisted,255
7127,2016,Female,Jordan,Nursing and Midwifery,Clear,254
7128,2017,Male,Sudan,Pharmacists and Pharmacy Technicians,Clear,253
7129,2017,Female,Sudan,Pharmacists and Pharmacy Technicians,Clear,253
7130,2022,Female,Yemen,Nursing and Midwifery,Clear,253
7131,2022,Male,Pakistan,Nursing and Midwifery,Clear,253
7133,2021,Female,Lebanon,Nursing and Midwifery,Clear,251
7140,2022,Female,United Kingdom,Nursing and Midwifery,Clear,247
7141,2017,Male,India,Pharmacists and Pharmacy Technicians,Clear,247
7144,2016,Male,India,Laboratories and Medical Technology,Clear,246
7145,2017,Female,Egypt,Therapy and Rehabilitation,Clear,246
7147,2020,Male,Nigeria,Medicine and Surgery,Clear,245
7150,2021,Male,Philippines,Dentistry and Related Specialties,Clear,244
7151,2021,Female,Sudan,Pharmacists and Pharmacy Technicians,Clear,244
7153,2017,Male,India,Laboratories and Medical Technology,Clear,243
7155,2020,Male,India,Dentistry and Related Specialties,Clear,243
7157,2022,Female,Syria,Pharmacists and Pharmacy Technicians,Clear,242
7161,2019,Female,Syria,Dentistry and Related Specialties,Clear,241
7162,2020,Male,India,Pharmacists and Pharmacy Technicians,Clear,241
7163,2017,Female,Syria,Pharmacists and Pharmacy Technicians,Clear,241
7164,2021,Male,Lebanon,Medicine and Surgery,Clear,240
7166,2021,Male,Palestine,Pharmacists and Pharmacy Technicians,Clear,239
7171,2020,Male,India,Laboratories and Medical Technology,Clear,237
7176,2020,Male,Yemen,Medicine and Surgery,Clear,235
7177,2016,Female,China,Nursing and Midwifery,Clear,235
7178,2018,Male,Sudan,Pharmacists and Pharmacy Technicians,Clear,234
7179,2018,Female,India,Dentistry and Related Specialties,Clear,234
7181,2022,Female,India,Therapy and Rehabilitation,Clear,234
7182,2017,Male,India,Dentistry and Related Specialties,Clear,233
7188,2021,Female,Palestine,Dentistry and Related Specialties,Clear,231
7190,2022,Male,Yemen,Laboratories and Medical Technology,Clear,231
7193,2016,Female,Sudan,Pharmacists and Pharmacy Technicians,Clear,230
7195,2018,Female,India,Laboratories and Medical Technology,Clear,230
7196,2021,Male,Jordan,Therapy and Rehabilitation,Clear,230
7197,2020,Male,Jordan,Pharmacists and Pharmacy Technicians,Clear,229
7199,2017,Female,Syria,Medicine and Surgery,Clear,229
7200,2018,Female,Sudan,Dentistry and Related Specialties,Clear,229
7202,2016,Male,India,Pharmacists and Pharmacy Technicians,Clear,228
7207,2016,Female,Indonesia,Nursing and Midwifery,Clear,227
7208,2022,Male,Algeria,Medicine and Surgery,Clear,227
7209,2018,Male,India,Pharmacists and Pharmacy Technicians,Clear,226
7210,2018,Female,Egypt,Therapy and Rehabilitation,Clear,226
7215,2016,Female,Egypt,Therapy and Rehabilitation,Clear,224
7217,2016,Female,India,Dentistry and Related Specialties,Clear,224
7219,2019,Male,Jordan,Pharmacists and Pharmacy Technicians,Clear,223
7222,2022,Male,India,Technicians and Health Assistants,Clear,222
7223,2016,Female,Sudan,Dentistry and Related Specialties,Clear,222
7224,2018,Female,Jordan,Nursing and Midwifery,Clear,222
7227,2020,Female,Jordan,Nursing and Midwifery,Clear,221
7228,2016,Male,India,Dentistry and Related Specialties,Clear,221
7230,2019,Male,India,Pharmacists and Pharmacy Technicians,Clear,221
7231,2021,Male,Sudan,Therapy and Rehabilitation,Clear,220
7232,2022,Female,Tunisia,Medicine and Surgery,Clear,220
7234,2021,Male,Bangladesh,Medicine and Surgery,Clear,220
7236,2016,Female,Syria,Medicine and Surgery,Clear,219
7238,2017,Male,Pakistan,Pharmacists and Pharmacy Technicians,Clear,219
7243,2022,Female,Nigeria,Medicine and Surgery,Clear,218
7244,2019,Female,India,Laboratories and Medical Technology,Clear,218
7246,2018,Male,India,Dentistry and Related Specialties,Clear,217
7248,2020,Male,Pakistan,Pharmacists and Pharmacy Technicians,Clear,216
7250,2018,Male,India,Laboratories and Medical Technology,Clear,215
7255,2021,Female,United Kingdom,Nursing and Midwifery,Clear,214
7256,2022,Female,Jordan,Pharmacists and Pharmacy Technicians,Clear,214
7257,2018,Male,Pakistan,Pharmacists and Pharmacy Technicians,Clear,214
7259,2021,Male,Sudan,Dentistry and Related Specialties,Clear,213
7260,2019,Male,India,Laboratories and Medical Technology,Clear,213
7262,2016,Female,Syria,Pharmacists and Pharmacy Technicians,Clear,212
7263,2017,Male,Jordan,Dentistry and Related Specialties,Clear,212
7264,2021,Male,United States,Medicine and Surgery,Clear,211
7265,2020,Male,Jordan,Dentistry and Related Specialties,Clear,211
7267,2020,Female,India,Laboratories and Medical Technology,Clear,211
7269,2018,Female,Syria,Medicine and Surgery,Clear,210
7272,2017,Female,Egypt,Laboratories and Medical Technology,Clear,210
7274,2019,Male,Sudan,Pharmacists and Pharmacy Technicians,Clear,209
7278,2016,Male,Sudan,Pharmacists and Pharmacy Technicians,Clear,208
7282,2021,Female,Tunisia,Nursing and Midwifery,Clear,208
7285,2016,Male,Jordan,Dentistry and Related Specialties,Clear,207
7286,2017,Male,Syria,Pharmacists and Pharmacy Technicians,Clear,206
7288,2020,Male,Egypt,Nursing and Midwifery,Clear,206
7289,2022,Female,Yemen,Therapy and Rehabilitation,Clear,205
7290,2019,Female,Jordan,Nursing and Midwifery,Clear,205
7295,2019,Female,United Kingdom,Nursing and Midwifery,Clear,203
7296,2018,Male,Jordan,Dentistry and Related Specialties,Clear,202
7299,2022,Male,Pakistan,Laboratories and Medical Technology,Clear,201
7303,2019,Female,Sudan,Nursing and Midwifery,Clear,200
7312,2017,Female,Jordan,Dentistry and Related Specialties,Clear,198
7317,2021,Male,Tunisia,Medicine and Surgery,Clear,197
7319,2018,Female,Egypt,Laboratories and Medical Technology,Clear,196
7325,2021,Female,Jordan,Dentistry and Related Specialties,Clear,195
7333,2020,Male,Egypt,Therapy and Rehabilitation,Clear,191
7338,2020,Female,Egypt,Therapy and Rehabilitation,Clear,189
7340,2021,Male,Jordan,Laboratories and Medical Technology,Clear,189
7341,2022,Male,Nigeria,Therapy and Rehabilitation,Clear,189
7344,2019,Female,Egypt,Therapy and Rehabilitation,Clear,189
7348,2022,Female,Bahrain,Medicine and Surgery,Clear,187
7349,2017,Female,China,Nursing and Midwifery,Clear,187
7350,2019,Male,India,Dentistry and Related Specialties,Clear,187
7353,2019,Male,Jordan,Dentistry and Related Specialties,Clear,186
7358,2016,Male,Syria,Pharmacists and Pharmacy Technicians,Clear,185
7359,2020,Female,Sudan,Dentistry and Related Specialties,Clear,185
7361,2018,Female,Sudan,Pharmacists and Pharmacy Technicians,Clear,184
7365,2016,Male,Pakistan,Pharmacists and Pharmacy Technicians,Clear,182
7367,2020,Male,Philippines,Dentistry and Related Specialties,Clear,182
7372,2022,Female,Palestine,Medicine and Surgery,Clear,181
7373,2016,Male,United States,Medicine and Surgery,Clear,180
7374,2020,Female,Syria,Medicine and Surgery,Clear,180
7377,2016,Female,Jordan,Dentistry and Related Specialties,Clear,179
7382,2022,Female,Lebanon,Medicine and Surgery,Clear,179
7383,2021,Male,Lebanon,Nursing and Midwifery,Clear,179
7384,2022,Female,Palestine,Laboratories and Medical Technology,Clear,178
7386,2020,Male,Yemen,Pharmacists and Pharmacy Technicians,Clear,178
7387,2021,Female,Syria,Pharmacists and Pharmacy Technicians,Clear,177
7390,2021,Female,Jordan,Therapy and Rehabilitation,Clear,176
7392,2019,Female,India,Dentistry and Related Specialties,Clear,176
7394,2021,Male,India,Technicians and Health Assistants,Clear,175
7396,2017,Male,Sudan,Dentistry and Related Specialties,Clear,175
7398,2022,Female,Jordan,Laboratories and Medical Technology,Clear,175
7401,2017,Female,India,Therapy and Rehabilitation,Clear,174
7402,2017,Male,Egypt,Therapy and Rehabilitation,Clear,174
7403,2020,Female,United Kingdom,Nursing and Midwifery,Clear,174
7405,2017,Female,Sudan,Therapy and Rehabilitation,Clear,173
7409,2020,Female,Egypt,Laboratories and Medical Technology,Clear,173
7411,2017,Male,Philippines,Nursing and Midwifery,Blacklisted,173
7412,2019,Female,Sudan,Dentistry and Related Specialties,Clear,173
7415,2019,Male,Egypt,Therapy and Rehabilitation,Clear,172
7417,2018,Male,Syria,Pharmacists and Pharmacy Technicians,Clear,172
7421,2016,Male,Philippines,Dentistry and Related Specialties,Clear,171
7422,2021,Female,India,Therapy and Rehabilitation,Clear,171
7426,2018,Female,Syria,Pharmacists and Pharmacy Technicians,Clear,171
7429,2016,Female,Jordan,Pharmacists and Pharmacy Technicians,Clear,170
7430,2019,Male,Pakistan,Pharmacists and Pharmacy Technicians,Clear,170
7434,2017,Female,Jordan,Pharmacists and Pharmacy Technicians,Clear,170
7436,2019,Female,Egypt,Laboratories and Medical Technology,Clear,169
7437,2016,Male,Philippines,Nursing and Midwifery,Blacklisted,169
7440,2017,Male,Yemen,Medicine and Surgery,Clear,169
7442,2018,Female,Jordan,Dentistry and Related Specialties,Clear,168
7444,2021,Female,Jordan,Pharmacists and Pharmacy Technicians,Clear,168
7449,2019,Male,Philippines,Dentistry and Related Specialties,Clear,167
7451,2019,Female,Syria,Medicine and Surgery,Clear,166
7452,2017,Male,Philippines,Dentistry and Related Specialties,Clear,166
7459,2016,Female,United States,Nursing and Midwifery,Clear,164
7460,2016,Male,Bangladesh,Medicine and Surgery,Clear,164
7461,2020,Male,United Kingdom,Medicine and Surgery,Clear,163
7462,2021,Female,Jordan,Medicine and Surgery,Clear,163
7464,2018,Male,Egypt,Therapy and Rehabilitation,Clear,163
7472,2017,Male,United States,Medicine and Surgery,Clear,161
7473,2020,Female,Philippines,Nursing and Midwifery,Blacklisted,161
7474,2021,Female,Yemen,Laboratories and Medical Technology,Clear,161
7475,2021,Female,Yemen,Therapy and Rehabilitation,Clear,161
7477,2018,Female,Sudan,Nursing and Midwifery,Clear,161
7480,2016,Female,Egypt,Laboratories and Medical Technology,Clear,161
7481,2017,Male,Bangladesh,Medicine and Surgery,Clear,160
7482,2018,Male,Philippines,Nursing and Midwifery,Blacklisted,160
7485,2020,Male,Bangladesh,Medicine and Surgery,Clear,159
7488,2016,Male,Yemen,Medicine and Surgery,Clear,158
7491,2018,Female,Sudan,Therapy and Rehabilitation,Clear,158
7493,2021,Female,Tunisia,Medicine and Surgery,Clear,157
7494,2016,Male,Egypt,Therapy and Rehabilitation,Clear,157
7498,2018,Male,Sudan,Dentistry and Related Specialties,Clear,156
7499,2020,Male,India,Therapy and Rehabilitation,Clear,156
7501,2018,Male,Philippines,Dentistry and Related Specialties,Clear,156
9510,2016,Male,Palestine,Medicine and Surgery,Clear,154
9512,2020,Male,Syria,Pharmacists and Pharmacy Technicians,Clear,154
9515,2017,Male,Palestine,Medicine and Surgery,Clear,154
9516,2020,Female,Sudan,Therapy and Rehabilitation,Clear,153
9517,2016,Female,India,Therapy and Rehabilitation,Clear,153
9529,2016,Female,Ireland,Nursing and Midwifery,Clear,152
9532,2020,Female,India,Dentistry and Related Specialties,Clear,151
9536,2020,Male,Palestine,Medicine and Surgery,Clear,150
9543,2018,Male,Bangladesh,Medicine and Surgery,Clear,149
9545,2017,Female,Indonesia,Nursing and Midwifery,Clear,149
9547,2017,Female,Philippines,Nursing and Midwifery,Temporary Suspended,148
9550,2016,Female,Philippines,Nursing and Midwifery,Temporary Suspended,147
9551,2020,Female,Indonesia,Nursing and Midwifery,Clear,147
9556,2017,Female,Sudan,Nursing and Midwifery,Clear,146
9560,2017,Male,Jordan,Therapy and Rehabilitation,Clear,146
9561,2017,Male,India,Therapy and Rehabilitation,Clear,145
9563,2019,Male,Bangladesh,Medicine and Surgery,Clear,144
9567,2018,Male,Yemen,Medicine and Surgery,Clear,144
9573,2016,Male,Sudan,Dentistry and Related Specialties,Clear,142
9574,2019,Male,Nigeria,Medicine and Surgery,Clear,142
9575,2019,Female,Jordan,Dentistry and Related Specialties,Clear,142
9582,2018,Male,India,Therapy and Rehabilitation,Clear,140
9585,2021,Male,Pakistan,Nursing and Midwifery,Clear,139
9586,2017,Male,Jordan,Laboratories and Medical Technology,Clear,139
9588,2017,Female,United States,Nursing and Midwifery,Clear,139
9590,2021,Male,Yemen,Laboratories and Medical Technology,Clear,139
9592,2022,Male,Lebanon,Dentistry and Related Specialties,Clear,139
9593,2021,Female,Nigeria,Medicine and Surgery,Clear,138
9594,2020,Male,Jordan,Therapy and Rehabilitation,Clear,138
9600,2021,Female,Yemen,Nursing and Midwifery,Clear,137
9602,2018,Male,United States,Medicine and Surgery,Clear,137
9603,2021,Male,Pakistan,Laboratories and Medical Technology,Clear,137
9605,2018,Female,Jordan,Pharmacists and Pharmacy Technicians,Clear,136
9606,2022,Female,Algeria,Medicine and Surgery,Clear,136
9609,2021,Female,Jordan,Laboratories and Medical Technology,Clear,136
9612,2022,Female,Palestine,Pharmacists and Pharmacy Technicians,Clear,135
9614,2018,Male,Jordan,Therapy and Rehabilitation,Clear,135
9616,2022,Female,Nigeria,Nursing and Midwifery,Clear,135
9617,2016,Male,Jordan,Laboratories and Medical Technology,Clear,134
9620,2020,Male,Yemen,Dentistry and Related Specialties,Clear,134
9621,2016,Male,United Kingdom,Medicine and Surgery,Clear,134
9622,2022,Male,Pakistan,Dentistry and Related Specialties,Clear,134
9623,2019,Male,Jordan,Therapy and Rehabilitation,Clear,134
9624,2018,Male,Palestine,Medicine and Surgery,Clear,134
9627,2020,Male,India,Technicians and Health Assistants,Clear,133
9631,2019,Male,India,Therapy and Rehabilitation,Clear,132
9632,2018,Female,Philippines,Nursing and Midwifery,Temporary Suspended,132
9633,2022,Female,Nepal,Nursing and Midwifery,Clear,132
9636,2017,Female,Jordan,Laboratories and Medical Technology,Clear,131
9638,2016,Male,India,Therapy and Rehabilitation,Clear,131
9641,2017,Male,United Kingdom,Medicine and Surgery,Clear,131
9644,2017,Female,Jordan,Therapy and Rehabilitation,Clear,130
9651,2022,Male,Tunisia,Nursing and Midwifery,Clear,129
9652,2020,Female,India,Therapy and Rehabilitation,Clear,129
9653,2019,Male,United Kingdom,Medicine and Surgery,Clear,128
9657,2020,Female,Jordan,Dentistry and Related Specialties,Clear,128
9658,2016,Female,Sudan,Therapy and Rehabilitation,Clear,128
9664,2019,Male,Syria,Pharmacists and Pharmacy Technicians,Clear,127
9665,2018,Female,India,Therapy and Rehabilitation,Clear,127
9667,2017,Female,Pakistan,Dentistry and Related Specialties,Clear,127
9668,2018,Female,China,Nursing and Midwifery,Clear,127
9670,2022,Male,Ireland,Medicine and Surgery,Clear,126
9671,2021,Female,Bahrain,Medicine and Surgery,Clear,126
9674,2019,Male,Egypt,Nursing and Midwifery,Clear,126
9677,2016,Female,Canada,Nursing and Midwifery,Clear,126
9678,2017,Female,Czech Republic,Nursing and Midwifery,Clear,125
9679,2019,Male,Yemen,Medicine and Surgery,Clear,125
9680,2018,Male,United Kingdom,Medicine and Surgery,Clear,125
9681,2020,Female,Yemen,Medicine and Surgery,Clear,125
9686,2019,Female,Indonesia,Nursing and Midwifery,Clear,125
9688,2016,Female,Jordan,Therapy and Rehabilitation,Clear,124
9689,2016,Female,Czech Republic,Nursing and Midwifery,Clear,123
9693,2019,Male,Sudan,Dentistry and Related Specialties,Clear,123
9696,2018,Female,Yemen,Therapy and Rehabilitation,Clear,122
9698,2016,Male,Sudan,Nursing and Midwifery,Clear,122
9699,2022,Male,Syria,Therapy and Rehabilitation,Clear,122
9702,2017,Female,Yemen,Therapy and Rehabilitation,Clear,122
9703,2020,Male,Palestine,Pharmacists and Pharmacy Technicians,Clear,122
9704,2021,Male,Algeria,Medicine and Surgery,Clear,122
9706,2018,Male,Nigeria,Medicine and Surgery,Clear,122
9707,2016,Male,Jordan,Therapy and Rehabilitation,Clear,121
9712,2017,Female,Ireland,Nursing and Midwifery,Clear,121
9713,2021,Female,Ireland,Nursing and Midwifery,Clear,121
9716,2020,Male,United States,Medicine and Surgery,Clear,120
9718,2022,Male,Malaysia,Nursing and Midwifery,Clear,120
9719,2019,Female,Sudan,Therapy and Rehabilitation,Clear,120
9725,2016,Female,Sudan,Nursing and Midwifery,Clear,119
9726,2016,Female,Australia,Nursing and Midwifery,Clear,118
9729,2022,Male,Pakistan,Therapy and Rehabilitation,Clear,118
9730,2021,Female,Palestine,Laboratories and Medical Technology,Clear,118
9732,2022,Female,Palestine,Therapy and Rehabilitation,Clear,118
9733,2020,Female,Yemen,Dentistry and Related Specialties,Clear,118
