,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,Region_Name_En,Number_of_Trainees
3868,2017,Female,Yemen,Medicine and Surgery,Outside KSA,1
3869,2017,Female,Palestine,Medicine and Surgery,Eastern Province,1
3870,2017,Female,Palestine,Medicine and Surgery,Al Madinah,1
3871,2017,Male,Afghanistan,Medicine and Surgery,Makkah,1
3872,2017,Female,Jordan,Medicine and Surgery,Al Madinah,1
3873,2017,Female,Egypt,Medicine and Surgery,Eastern Province,1
3874,2017,Female,Egypt,Medicine and Surgery,Outside KSA,1
3875,2017,Female,Eritrea,Medicine and Surgery,Makkah,1
3876,2017,Female,Eritrea,Medicine and Surgery,Outside KSA,1
3877,2017,Female,France,Medicine and Surgery,Makkah,1
3878,2017,Female,India,Medicine and Surgery,Jizan,1
3879,2017,Female,Indonesia,Medicine and Surgery,Makkah,1
3880,2017,Female,Jordan,Medicine and Surgery,Outside KSA,1
3881,2017,Female,Palestine,Medicine and Surgery,Al Bahah,1
3882,2017,Female,Jordan,Medicine and Surgery,Tabuk,1
3883,2017,Female,Kuwait,Medicine and Surgery,Outside KSA,1
3884,2017,Female,Mauritania,Medicine and Surgery,Outside KSA,1
3885,2017,Female,Morocco,Medicine and Surgery,Makkah,1
3886,2017,Female,Oman,Medicine and Surgery,Outside KSA,1
3887,2017,Female,Pakistan,Medicine and Surgery,Al-Qassim,1
3888,2017,Female,Palestine,Dentistry and Related Specialties,Riyadh,1
3889,2017,Female,Yemen,Medicine and Surgery,Tabuk,1
3890,2017,Male,Afghanistan,Medicine and Surgery,Riyadh,1
3891,2017,Female,Djibouti,Medicine and Surgery,Makkah,1
3892,2017,Male,Pakistan,Medicine and Surgery,Tabuk,1
3893,2017,Male,Mauritania,Medicine and Surgery,Riyadh,1
3894,2017,Male,Nigeria,Medicine and Surgery,Riyadh,1
3895,2017,Male,Oman,Medicine and Surgery,Riyadh,1
3896,2017,Male,Pakistan,Medicine and Surgery,Al Madinah,1
3897,2017,Male,Pakistan,Medicine and Surgery,Al-Qassim,1
3898,2017,Male,Pakistan,Medicine and Surgery,Eastern Province,1
3899,2017,Male,Pakistan,Medicine and Surgery,Outside KSA,1
3900,2017,Male,Palestine,Medicine and Surgery,Al Bahah,1
3901,2017,Male,Mauritania,Medicine and Surgery,Al Madinah,1
3902,2017,Male,Palestine,Medicine and Surgery,Al Madinah,1
3903,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Al Bahah,1
3904,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Northern Borders,1
3905,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Unknown,1
3906,2017,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Al Madinah,1
3907,2017,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jizan,1
3908,2017,Male,Somalia,Medicine and Surgery,Makkah,1
3909,2017,Male,Mauritania,Medicine and Surgery,Makkah,1
3910,2017,Male,Malaysia,Medicine and Surgery,Eastern Province,1
3911,2017,Male,Bahrain,Nursing and Midwifery,Riyadh,1
3912,2017,Male,Indonesia,Medicine and Surgery,Makkah,1
3913,2017,Male,Bangladesh,Medicine and Surgery,Riyadh,1
3914,2017,Male,Canada,Medicine and Surgery,Riyadh,1
3915,2017,Male,Egypt,Medicine and Surgery,Al Bahah,1
3916,2017,Male,Egypt,Medicine and Surgery,Jizan,1
3917,2017,Male,Immigrant Tribes,Medicine and Surgery,Makkah,1
3918,2017,Male,India,Medicine and Surgery,Al Madinah,1
3919,2017,Male,India,Medicine and Surgery,Outside KSA,1
3920,2017,Male,Iraq,Medicine and Surgery,Asir,1
3921,2017,Male,Lebanon,Medicine and Surgery,Outside KSA,1
3922,2017,Male,Iraq,Medicine and Surgery,Outside KSA,1
3923,2017,Male,Jordan,Medicine and Surgery,Al Bahah,1
3924,2017,Male,Jordan,Medicine and Surgery,Al Madinah,1
3925,2017,Male,Jordan,Medicine and Surgery,Asir,1
3926,2017,Male,Jordan,Medicine and Surgery,Outside KSA,1
3927,2017,Male,Kuwait,Medicine and Surgery,Najran,1
3928,2017,Male,Lebanon,Medicine and Surgery,Makkah,1
3929,2017,Female,Egypt,Dentistry and Related Specialties,Riyadh,1
3930,2017,Female,China,Medicine and Surgery,Makkah,1
3931,2016,Female,Kuwait,Medicine and Surgery,Outside KSA,1
3932,2016,Female,United Kingdom,Medicine and Surgery,Makkah,1
3933,2016,Female,Sudan,Medicine and Surgery,Hail,1
3934,2016,Female,Syria,Dentistry and Related Specialties,Makkah,1
3935,2016,Female,Syria,Medicine and Surgery,Al Bahah,1
3936,2016,Female,Syria,Medicine and Surgery,Al-Qassim,1
3937,2016,Female,Syria,Medicine and Surgery,Najran,1
3938,2016,Female,Turkey,Medicine and Surgery,Makkah,1
3939,2016,Female,United Arab Emirates,Medicine and Surgery,Riyadh,1
3940,2016,Female,Unknown,Medicine and Surgery,Riyadh,1
3941,2016,Female,Saudi Arabia,Unknown,Eastern Province,1
3942,2016,Female,Yemen,Medicine and Surgery,Tabuk,1
3943,2016,Male,Algeria,Medicine and Surgery,Al Madinah,1
3944,2016,Male,Egypt,Dentistry and Related Specialties,Makkah,1
3945,2016,Male,Egypt,Medicine and Surgery,Al Bahah,1
3946,2016,Male,Egypt,Medicine and Surgery,Al Jawf,1
3947,2016,Male,Egypt,Medicine and Surgery,Jizan,1
3948,2016,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,1
3949,2016,Female,Somalia,Medicine and Surgery,Al Madinah,1
3950,2016,Female,Saudi Arabia,Nursing and Midwifery,Eastern Province,1
3951,2016,Male,India,Medicine and Surgery,Al-Qassim,1
3952,2016,Female,Palestine,Medicine and Surgery,Al Bahah,1
3953,2016,Female,Kyrgyzstan,Medicine and Surgery,Riyadh,1
3954,2016,Female,Lebanon,Medicine and Surgery,Asir,1
3955,2016,Female,Lebanon,Medicine and Surgery,Riyadh,1
3956,2016,Female,Mauritania,Medicine and Surgery,Outside KSA,1
3957,2016,Female,Nigeria,Medicine and Surgery,Makkah,1
3958,2016,Female,Pakistan,Medicine and Surgery,Eastern Province,1
3959,2016,Female,Palestine,Dentistry and Related Specialties,Riyadh,1
3960,2016,Female,Palestine,Medicine and Surgery,Al Madinah,1
3961,2016,Female,Saudi Arabia,Laboratories and Medical Technology,Riyadh,1
3962,2016,Female,Palestine,Medicine and Surgery,Asir,1
3963,2016,Female,Palestine,Medicine and Surgery,Eastern Province,1
3964,2016,Female,Palestine,Medicine and Surgery,Outside KSA,1
3965,2016,Female,Qatar,Medicine and Surgery,Riyadh,1
3966,2016,Female,Russia,Medicine and Surgery,Eastern Province,1
3967,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Jizan,1
3968,2016,Female,Saudi Arabia,Dentistry and Related Specialties,Unknown,1
3969,2016,Male,India,Medicine and Surgery,Al Madinah,1
3970,2016,Male,Iraq,Medicine and Surgery,Asir,1
3971,2017,Female,Belgium,Medicine and Surgery,Makkah,1
3972,2016,Male,United Kingdom,Medicine and Surgery,Outside KSA,1
3973,2016,Male,Syria,Medicine and Surgery,Jizan,1
3974,2016,Male,Syria,Medicine and Surgery,Outside KSA,1
3975,2016,Male,Syria,Medicine and Surgery,Tabuk,1
3976,2016,Male,Tunisia,Medicine and Surgery,Riyadh,1
3977,2016,Male,United Arab Emirates,Medicine and Surgery,Eastern Province,1
3978,2016,Male,United Arab Emirates,Medicine and Surgery,Outside KSA,1
3979,2016,Male,United Kingdom,Medicine and Surgery,Makkah,1
3980,2016,Male,Unknown,Medicine and Surgery,Riyadh,1
3981,2016,Male,Sudan,Medicine and Surgery,Outside KSA,1
3982,2016,Male,Yemen,Dentistry and Related Specialties,Makkah,1
3983,2016,Male,Yemen,Medicine and Surgery,Al Bahah,1
3984,2016,Male,Yemen,Medicine and Surgery,Jizan,1
3985,2016,Male,Yemen,Unknown,Riyadh,1
3986,2017,Female,Algeria,Medicine and Surgery,Makkah,1
3987,2017,Female,Azerbaijan,Medicine and Surgery,Riyadh,1
3988,2017,Female,Bahrain,Medicine and Surgery,Al Madinah,1
3989,2016,Male,Syria,Dentistry and Related Specialties,Makkah,1
3990,2016,Male,Sudan,Medicine and Surgery,Al Madinah,1
3991,2016,Male,Iraq,Medicine and Surgery,Outside KSA,1
3992,2016,Male,Mauritania,Medicine and Surgery,Makkah,1
3993,2016,Male,Jordan,Medicine and Surgery,Al Bahah,1
3994,2016,Male,Jordan,Medicine and Surgery,Al Madinah,1
3995,2016,Male,Jordan,Medicine and Surgery,Asir,1
3996,2016,Male,Jordan,Medicine and Surgery,Outside KSA,1
3997,2016,Male,Kuwait,Medicine and Surgery,Najran,1
3998,2016,Male,Lebanon,Medicine and Surgery,Makkah,1
3999,2016,Male,Mauritania,Medicine and Surgery,Al Madinah,1
4000,2016,Male,Mauritania,Medicine and Surgery,Riyadh,1
4001,2016,Male,Somalia,Medicine and Surgery,Riyadh,1
4002,2016,Male,Nigeria,Medicine and Surgery,Riyadh,1
4003,2016,Male,Oman,Medicine and Surgery,Riyadh,1
4004,2016,Male,Pakistan,Medicine and Surgery,Al Madinah,1
4005,2016,Male,Pakistan,Medicine and Surgery,Al-Qassim,1
4006,2016,Male,Pakistan,Medicine and Surgery,Tabuk,1
4007,2016,Male,Saudi Arabia,Unknown,Eastern Province,1
4008,2016,Male,Somalia,Medicine and Surgery,Eastern Province,1
