,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,University_Name,Current_Training_Center_Name_En,Number_of_Trainees,University_Longitude,University_Latitude,Training_Center_Longitude,Training_Center_Latitude
193,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Najran Region,64,,,44.2337583,17.545267
194,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Hospital in Jeddah,64,,,39.362754,21.4222327
195,2016,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Faisal Specialist Hospital and Research Center in Riyadh,63,,,46.6375541,24.7414432
196,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,East Jeddah Hospital in Jeddah,63,,,39.362754,21.4222327
197,2018,Female,Saudi Arabia,Medicine and Surgery,King Khalid University,General Directorate of Health Affairs in Aseer Region,63,46.6218429,24.7131974,42.5238139,18.2024106
198,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Hospital in Medina,62,,,38.194309,24.0204254
199,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahad Hospital in Hofuf,62,,,49.5142036,25.332395
200,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,AlQatif Central Hospital,62,,,50.1506389,26.2846113
201,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Hospital of the Armed Forces in the south,62,,,42.5238139,18.2024106
202,2016,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahad Medical City in Riyadh,61,,,46.6375541,24.7414432
203,2019,Female,Saudi Arabia,Medicine and Surgery,King Saud University,King Faisal Specialist Hospital and Research Center in Riyadh,61,46.6236596,24.7252026,46.6375541,24.7414432
204,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Faisal Specialist Hospital and Research Center in Jeddah,61,,,39.362754,21.4222327
205,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd General Hospital in Jeddah,61,,,39.362754,21.4222327
206,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Salman Hospital for North West Armed Forces in Tabuk,60,,,36.5957527,28.3494438
207,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Alnoor Specialist Hospital in Mecca,60,,,39.94124,21.331945
208,2018,Female,Saudi Arabia,Medicine and Surgery,Unknown,Medical City of King Saud University in Riyadh,60,,,46.6375541,24.7414432
209,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,Maternity and Children Hospital in Medina,60,,,38.194309,24.0204254
210,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,The program of the Ministry of Health in Jeddah,60,,,39.362754,21.4222327
211,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Specialist Hospital in Taif,60,,,40.412451,21.2401719
212,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Faisal Medical Complex in Taif,60,,,40.412451,21.2401719
213,2018,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Saud Medical City in Riyadh,60,46.6236596,24.7252026,46.6375541,24.7414432
214,2020,Male,Saudi Arabia,Medicine and Surgery,King Saud Bin Abdulaziz University For Health Scinces,King Abdulaziz Medical City for National Guard in Riyadh,59,46.852742,24.754344,46.6375541,24.7414432
215,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,Armed Forces Hospital in Al-Hada in Taif,59,,,40.412451,21.2401719
216,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,Riyadh Second Health Cluster,59,,,46.6375541,24.7414432
217,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdullah Medical City in the Holy Capital,59,,,39.94124,21.331945
218,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Faisal Specialist Hospital and Research Center in Jeddah,59,,,39.362754,21.4222327
219,2017,Male,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdulaziz Medical City for National Guard in Jeddah,59,39.2391473,21.4932675,39.362754,21.4222327
220,2018,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Fahad Medical City in Riyadh,58,46.6236596,24.7252026,46.6375541,24.7414432
221,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,Family Medicine Academy in the First Health Cluster,58,,,46.6375541,24.7414432
222,2017,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahad Medical City in Riyadh,58,,,46.6375541,24.7414432
223,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,Family Medicine Academy in the First Health Cluster,57,,,46.6375541,24.7414432
224,2018,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Medical City for National Guard in Jeddah,57,,,39.362754,21.4222327
225,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,Prince Mohammed bin Abdulaziz Hospital in Riyadh,57,,,46.6375541,24.7414432
226,2017,Female,Saudi Arabia,Medicine and Surgery,King Saud University,Prince Sultan Military Medical City in Riyadh,57,46.6236596,24.7252026,46.6375541,24.7414432
227,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,Dammam Medical Complex,56,,,50.1506389,26.2846113
228,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,Alnoor Specialist Hospital in Mecca,56,,,39.94124,21.331945
229,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Specialist Hospital in Dammam,56,,,50.1506389,26.2846113
230,2019,Male,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdulaziz University Hospital in Jeddah,56,39.2391473,21.4932675,39.362754,21.4222327
231,2016,Male,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdulaziz Medical City for National Guard in Jeddah,56,39.2391473,21.4932675,39.362754,21.4222327
232,2020,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdulaziz University Hospital in Jeddah,55,39.2391473,21.4932675,39.362754,21.4222327
233,2016,Female,Saudi Arabia,Medicine and Surgery,King Saud University,Prince Sultan Military Medical City in Riyadh,55,46.6236596,24.7252026,46.6375541,24.7414432
234,2018,Male,Saudi Arabia,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Jazan Region,55,,,42.5471234,16.978015
235,2020,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Faisal Specialist Hospital and Research Center in Riyadh,55,46.6236596,24.7252026,46.6375541,24.7414432
236,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,The program of the Ministry of Health in Jeddah,54,,,39.362754,21.4222327
237,2019,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Fahad Medical City in Riyadh,54,46.6236596,24.7252026,46.6375541,24.7414432
238,2017,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Faisal Specialist Hospital and Research Center in Riyadh,54,,,46.6375541,24.7414432
239,2016,Male,Saudi Arabia,Medicine and Surgery,King Saud University,Security Forces Hospital in Riyadh,54,46.6236596,24.7252026,46.6375541,24.7414432
240,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,AlQatif Central Hospital,54,,,50.1506389,26.2846113
241,2016,Female,Saudi Arabia,Medicine and Surgery,King Saud University,King Abdulaziz Medical City for National Guard in Riyadh,54,46.6236596,24.7252026,46.6375541,24.7414432
242,2017,Female,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,King Fahd University Hospital in Khobar,54,50.1925873,26.3928001,50.1506389,26.2846113
243,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Salman Hospital for North West Armed Forces in Tabuk,54,,,36.5957527,28.3494438
244,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Military Medical Complex in Dhahran,54,,,50.1506389,26.2846113
245,2020,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Abdulaziz Medical City for National Guard in Jeddah,53,39.2391473,21.4932675,39.362754,21.4222327
246,2017,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Faisal Specialist Hospital and Research Center in Jeddah,53,39.2391473,21.4932675,39.362754,21.4222327
247,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Medical City of National Guard in Alahsa,53,,,49.5142036,25.332395
248,2017,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz Medical City for National Guard in Jeddah,53,39.952206,21.3299695,39.362754,21.4222327
249,2017,Female,Saudi Arabia,Medicine and Surgery,King Saud University,King Abdulaziz Medical City for National Guard in Riyadh,53,46.6236596,24.7252026,46.6375541,24.7414432
250,2017,Male,Saudi Arabia,Medicine and Surgery,King Saud University,Medical City of King Saud University in Riyadh,53,46.6236596,24.7252026,46.6375541,24.7414432
251,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,Maternity and Children Hospital in Mecca,53,,,39.94124,21.331945
252,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Eastern Health Cluster,53,,,50.1506389,26.2846113
253,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,The program of the Ministry of Health in Jeddah,52,,,39.362754,21.4222327
254,2019,Male,Saudi Arabia,Medicine and Surgery,King Khalid University,King Fahd Hospital of the Armed Forces in the south,52,46.6218429,24.7131974,42.5238139,18.2024106
255,2019,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Saud Medical City in Riyadh,52,46.6236596,24.7252026,46.6375541,24.7414432
256,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,East Jeddah Hospital in Jeddah,52,,,39.362754,21.4222327
257,2018,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz University Hospital in Jeddah,52,,,39.362754,21.4222327
258,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,AlQatif Central Hospital,52,,,50.1506389,26.2846113
259,2016,Female,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Faisal Specialist Hospital and Research Center in Jeddah,51,39.2391473,21.4932675,39.362754,21.4222327
260,2017,Male,Saudi Arabia,Medicine and Surgery,King Khalid University,King Faisal Specialist Hospital and Research Center in Riyadh,51,46.6218429,24.7131974,46.6375541,24.7414432
261,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Medical City of National Guard in Alahsa,51,,,49.5142036,25.332395
262,2016,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz Medical City for National Guard in Jeddah,51,39.952206,21.3299695,39.362754,21.4222327
263,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Johns Hopkins Aramco Healthcare Center in Dhahran,51,,,50.1506389,26.2846113
264,2019,Male,Saudi Arabia,Medicine and Surgery,King Saud University,Medical City of King Saud University in Riyadh,50,46.6236596,24.7252026,46.6375541,24.7414432
265,2017,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Fahad Medical City in Riyadh,50,,,46.6375541,24.7414432
266,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,Security Forces Hospital in Riyadh,50,,,46.6375541,24.7414432
267,2020,Male,Saudi Arabia,Medicine and Surgery,King Saud University,Prince Sultan Military Medical City in Riyadh,50,46.6236596,24.7252026,46.6375541,24.7414432
268,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,East Jeddah Hospital in Jeddah,49,,,39.362754,21.4222327
269,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd General Hospital in Jeddah,49,,,39.362754,21.4222327
270,2018,Male,Saudi Arabia,Medicine and Surgery,King Saud University,Medical City of King Saud University in Riyadh,49,46.6236596,24.7252026,46.6375541,24.7414432
271,2020,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Abdulaziz Medical City for National Guard in Riyadh,49,46.6236596,24.7252026,46.6375541,24.7414432
272,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,Maternity and Children Hospital in Medina,49,,,38.194309,24.0204254
273,2018,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz Medical City for National Guard in Jeddah,48,39.952206,21.3299695,39.362754,21.4222327
274,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Al-Baha Region,48,,,41.5057266,20.0583716
275,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Military Medical Complex in Dhahran,48,,,50.1506389,26.2846113
276,2018,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,JointProgram for Family Medicine in Makkah,48,39.952206,21.3299695,39.94124,21.331945
277,2018,Female,Saudi Arabia,Medicine and Surgery,Unknown,General Directorate of Health Affairs in Jazan Region,48,,,42.5471234,16.978015
278,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,Dammam Medical Complex,48,,,50.1506389,26.2846113
279,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,Alnoor Specialist Hospital in Mecca,48,,,39.94124,21.331945
280,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Hospital in Jeddah,47,,,39.362754,21.4222327
281,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Specialist Hospital in Buraidah,47,,,43.4838773,25.8827324
282,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Hospital in Medina,47,,,38.194309,24.0204254
283,2016,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Fahad Medical City in Riyadh,47,,,46.6375541,24.7414432
284,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Faisal Medical Complex in Taif,47,,,40.412451,21.2401719
285,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdullah Medical City in the Holy Capital,47,,,39.94124,21.331945
286,2017,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,JointProgram for Family Medicine in Makkah,47,39.952206,21.3299695,39.94124,21.331945
287,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Unknown,University Hospitals of Riyadh Alam University in Riyadh,47,,,46.6375541,24.7414432
288,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,Maternity and Children Hospital in Medina,47,,,38.194309,24.0204254
289,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,Dammam Medical Complex,47,,,50.1506389,26.2846113
290,2019,Female,Saudi Arabia,Medicine and Surgery,King Saud University,King Khalid University Hospital in Riyadh,47,46.6236596,24.7252026,46.6375541,24.7414432
291,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Hospital in Jeddah,47,,,39.362754,21.4222327
292,2020,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Salman Hospital for North West Armed Forces in Tabuk,47,,,36.5957527,28.3494438
293,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Unknown,University Hospitals of Riyadh Alam University in Riyadh,46,,,46.6375541,24.7414432
294,2017,Male,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Fahd Hospital of Armed Forces in Jeddah,46,39.2391473,21.4932675,39.362754,21.4222327
295,2017,Male,Saudi Arabia,Medicine and Surgery,King Faisal University,King Fahad Hospital in Hofuf,46,46.67701100000001,24.6645919,49.5142036,25.332395
296,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahad Hospital in Hofuf,46,,,49.5142036,25.332395
297,2021,Female,Bahrain,Medicine and Surgery,Unknown,Salmaniya Medical Complex in Manama,46,,,50.5726712439459,26.2167630367071
298,2017,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz Medical City for National Guard in Jeddah,46,39.952206,21.3299695,39.362754,21.4222327
299,2018,Female,Saudi Arabia,Medicine and Surgery,Imam Abdulrahman Bin Faisal University,King Fahd University Hospital in Khobar,46,50.1925873,26.3928001,50.1506389,26.2846113
300,2017,Male,Saudi Arabia,Medicine and Surgery,King Abdulaziz University,King Faisal Specialist Hospital and Research Center in Jeddah,46,39.2391473,21.4932675,39.362754,21.4222327
301,2018,Male,Saudi Arabia,Medicine and Surgery,Unknown,Armed Forces Hospital in Al-Hada in Taif,46,,,40.412451,21.2401719
302,2017,Female,Saudi Arabia,Medicine and Surgery,King Saud University,Medical City of King Saud University in Riyadh,45,46.6236596,24.7252026,46.6375541,24.7414432
303,2018,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz University Hospital in Jeddah,45,,,39.362754,21.4222327
304,2017,Male,Saudi Arabia,Medicine and Surgery,King Saud Bin Abdulaziz University For Health Scinces,Prince Sultan Military Medical City in Riyadh,45,46.852742,24.754344,46.6375541,24.7414432
305,2019,Female,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Specialist Hospital in Dammam,45,,,50.1506389,26.2846113
306,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,Prince Muhammad bin Abdulaziz Hospital for the National Guard in Medina,45,,,38.194309,24.0204254
307,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Unknown,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,45,,,39.362754,21.4222327
308,2020,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Abdulaziz Specialist Hospital in Taif,45,,,40.412451,21.2401719
309,2021,Female,Saudi Arabia,Medicine and Surgery,Unknown,Riyadh Second Health Cluster,45,,,46.6375541,24.7414432
310,2020,Male,Saudi Arabia,Medicine and Surgery,King Saud University,King Khalid University Hospital in Riyadh,45,46.6236596,24.7252026,46.6375541,24.7414432
311,2016,Male,Saudi Arabia,Medicine and Surgery,King Khalid University,King Faisal Specialist Hospital and Research Center in Riyadh,45,46.6218429,24.7131974,46.6375541,24.7414432
312,2017,Male,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdullah Medical City in the Holy Capital,45,39.952206,21.3299695,39.94124,21.331945
313,2021,Male,Saudi Arabia,Medicine and Surgery,Unknown,Dr. Sulaiman AlHabib Medical Group in Riyadh,44,,,46.6375541,24.7414432
314,2019,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Military Medical Complex in Dhahran,44,,,50.1506389,26.2846113
315,2018,Male,Saudi Arabia,Medicine and Surgery,Unknown,King Fahd Hospital of the Armed Forces in the south,44,,,42.5238139,18.2024106
316,2018,Female,Saudi Arabia,Medicine and Surgery,Umm Al Qura University,King Abdulaziz Medical City for National Guard in Jeddah,44,39.952206,21.3299695,39.362754,21.4222327
