,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Current_Speciality_Name_En,Number_of_Trainees
697,2020,From 30 to 39,Male,Saudi Arabia,Diagnostic Radiology,40
698,2019,Unknown,Male,Saudi Arabia,Clinical Neurosurgery,40
699,2019,From 20 to 29,Male,Saudi Arabia,Psychiatry,40
701,2018,From 20 to 29,Male,Saudi Arabia,Otorhinolaryngology Head And Neck Surgery,40
702,2021,From 20 to 29,Male,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,40
707,2018,Unknown,Female,Saudi Arabia,Restorative Dentistry,40
708,2018,Unknown,Female,Saudi Arabia,Psychiatry,40
713,2022,Unknown,Male,Saudi Arabia,Pediatrics Emergency Medicine,40
714,2019,Unknown,Male,Saudi Arabia,Adult Nephrology,40
717,2020,Unknown,Male,Saudi Arabia,Adults Endocrinology & Metabolism,39
718,2020,Unknown,Female,Saudi Arabia,Emergency Medicine,39
719,2022,Unknown,Female,Saudi Arabia,Adults Endocrinology & Metabolism,39
720,2020,From 30 to 39,Male,Saudi Arabia,Adult Critical Care Nursing,39
721,2020,From 20 to 29,Female,Saudi Arabia,Prosthodontics,39
722,2019,From 20 to 29,Female,Saudi Arabia,Orthopedic Surgery,39
723,2019,Unknown,Female,Saudi Arabia,Neurology,39
724,2019,From 20 to 29,Female,Saudi Arabia,Ophthalmology,39
729,2019,Unknown,Male,Saudi Arabia,Neurology,39
735,2022,Unknown,Male,Saudi Arabia,Saudi Postgraduate Diploma In Emergency Medicine,39
736,2017,Unknown,Female,Saudi Arabia,Adult Critical Care Medicine,39
737,2020,From 20 to 29,Male,Saudi Arabia,Restorative Dentistry,39
738,2017,Unknown,Female,Saudi Arabia,Anatomic Pathology,39
740,2018,Unknown,Male,Saudi Arabia,Adult Respiratory Medicine,38
743,2016,Unknown,Female,Saudi Arabia,Anesthesia,38
745,2016,Unknown,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,38
746,2018,From 20 to 29,Male,Saudi Arabia,Anesthesia,38
747,2017,Unknown,Female,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,38
748,2016,Unknown,Male,Saudi Arabia,Diabetes​,38
753,2019,Unknown,Male,Saudi Arabia,Adults Endocrinology & Metabolism,38
754,2016,Unknown,Male,Saudi Arabia,Clinical Neurosurgery,38
756,2020,Unknown,Female,Saudi Arabia,Neurology,37
758,2017,Unknown,Female,Saudi Arabia,Pediatrics Emergency Medicine,37
760,2017,Unknown,Female,Sudan,Obstetrics & Gynecology,37
763,2018,Unknown,Male,Saudi Arabia,Endodontics,37
764,2018,Unknown,Male,Saudi Arabia,Adult Hematology,37
765,2019,Unknown,Male,Saudi Arabia,Adult Hematology,37
768,2018,Unknown,Female,Saudi Arabia,Adult Hematology,37
769,2018,Unknown,Female,Saudi Arabia,Anatomic Pathology,37
770,2016,Unknown,Male,Saudi Arabia,Body Imaging & Non-Vascular Intervention,37
771,2016,Unknown,Male,Saudi Arabia,Perinatal Neonatal Medicine,37
775,2021,Unknown,Female,Saudi Arabia,Diabetes​,36
777,2018,Unknown,Male,Saudi Arabia,Interventional Neuro-Radiology,36
778,2020,From 30 to 39,Male,Saudi Arabia,Emergency Medicine,36
779,2020,From 20 to 29,Male,Saudi Arabia,Dermatology,36
780,2019,Unknown,Female,Saudi Arabia,Anesthesia,36
782,2020,From 20 to 29,Male,Saudi Arabia,Prosthodontics,36
786,2018,Unknown,Female,Saudi Arabia,Adult Infectious Diseases,36
787,2019,Unknown,Female,Saudi Arabia,Dermatology,36
788,2017,Unknown,Male,Saudi Arabia,Perinatal Neonatal Medicine,36
789,2019,Unknown,Male,Saudi Arabia,Restorative Dentistry,36
790,2019,From 30 to 39,Female,Saudi Arabia,Adult Critical Care Nursing,36
791,2021,Unknown,Female,Saudi Arabia,Family Medicine,36
792,2022,Unknown,Male,Saudi Arabia,Implant Dentistry,36
794,2016,Unknown,Male,Saudi Arabia,Interventional Neuro-Radiology,36
795,2017,Unknown,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,36
797,2019,From 30 to 39,Male,Saudi Arabia,Emergency Medicine,36
799,2021,From 20 to 29,Female,Saudi Arabia,Periodontics,35
800,2020,Unknown,Female,Saudi Arabia,Diabetes​,35
801,2016,Unknown,Male,Saudi Arabia,Pediatrics Intensive Care,35
802,2020,Unknown,Male,Saudi Arabia,Adult Infectious Diseases,35
805,2021,From 30 to 39,Male,Saudi Arabia,Emergency Nursing,35
808,2021,From 30 to 39,Male,Saudi Arabia,Emergency Medicine,35
809,2022,Unknown,Female,Saudi Arabia,Diabetes​,35
816,2018,Unknown,Male,Saudi Arabia,Dermatology,35
817,2016,Unknown,Female,Saudi Arabia,Community Medicine (Health Informatics),35
819,2016,Unknown,Male,Saudi Arabia,Neurology,35
821,2018,From 30 to 39,Male,Saudi Arabia,Obstetrics & Gynecology,35
822,2017,Unknown,Male,Saudi Arabia,Adult Rheumatology,35
827,2018,Unknown,Male,Saudi Arabia,Body Imaging & Non-Vascular Intervention,34
831,2021,Unknown,Male,Saudi Arabia,Otorhinolaryngology Head And Neck Surgery,34
834,2016,Unknown,Male,Saudi Arabia,Adult Rheumatology,34
836,2017,Unknown,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,34
837,2016,Unknown,Female,Saudi Arabia,Diabetes​,34
841,2020,From 20 to 29,Female,Saudi Arabia,Emergency Nursing,34
843,2016,Unknown,Female,Saudi Arabia,Adult Rheumatology,34
845,2022,Unknown,Male,Saudi Arabia,Adult Infectious Diseases,34
846,2018,Unknown,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,34
847,2020,Unknown,Male,Saudi Arabia,Saudi Postgraduate Diploma In Emergency Medicine,34
848,2021,From 20 to 29,Male,Saudi Arabia,Adult Critical Care Nursing,34
850,2020,Unknown,Female,Saudi Arabia,Adult Critical Care Medicine,34
852,2017,Unknown,Male,Saudi Arabia,General Medical Oncology,34
855,2021,From 20 to 29,Female,Saudi Arabia,Cardiac Care Nursing,33
856,2020,Unknown,Male,Saudi Arabia,Adult Nephrology,33
858,2017,Unknown,Male,Saudi Arabia,Pediatrics Intensive Care,33
859,2017,Unknown,Female,Saudi Arabia,Adult Rheumatology,33
860,2021,Unknown,Male,Saudi Arabia,Pediatrics Emergency Medicine,33
861,2019,Unknown,Female,Saudi Arabia,Adult Hematology,33
865,2016,Unknown,Female,Saudi Arabia,Restorative Dentistry,33
866,2020,Unknown,Male,Saudi Arabia,Neurology,33
867,2018,Unknown,Female,Sudan,Obstetrics & Gynecology,33
868,2018,Unknown,Male,Saudi Arabia,General Medical Oncology,33
869,2016,Unknown,Female,Saudi Arabia,Adult Hematology,33
871,2020,Unknown,Female,Saudi Arabia,Otorhinolaryngology Head And Neck Surgery,33
876,2021,From 30 to 39,Female,Saudi Arabia,Emergency Nursing,33
877,2020,From 30 to 39,Female,Saudi Arabia,Adult Critical Care Nursing,33
881,2021,Unknown,Female,Saudi Arabia,Pediatrics Emergency Medicine,33
883,2020,From 20 to 29,Female,Saudi Arabia,Clinical Neurosurgery,33
888,2016,Unknown,Female,Saudi Arabia,Psychiatry,32
892,2016,Unknown,Male,Saudi Arabia,Dermatology,32
894,2017,Unknown,Female,Saudi Arabia,Adult Critical Care Nursing,32
895,2019,From 20 to 29,Female,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,32
898,2022,Unknown,Female,Saudi Arabia,Adult Hematology,32
899,2021,From 30 to 39,Female,Saudi Arabia,Preventive Medicine,32
903,2019,From 20 to 29,Female,Saudi Arabia,Pediatric Dentistry,32
906,2021,Unknown,Male,Saudi Arabia,Diabetes​,31
911,2019,From 30 to 39,Male,Saudi Arabia,Diagnostic Radiology,31
912,2022,Unknown,Male,Saudi Arabia,Saudi Postgraduate Diploma In Paediatrics,31
915,2020,Unknown,Male,Saudi Arabia,Psychiatry,31
917,2018,Unknown,Female,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,31
918,2019,Unknown,Female,Saudi Arabia,Adult Infectious Diseases,31
919,2020,Unknown,Male,Saudi Arabia,Clinical Neurosurgery,31
920,2019,Unknown,Female,Saudi Arabia,Adult Critical Care Medicine,31
923,2018,From 30 to 39,Male,Saudi Arabia,Emergency Medicine,31
924,2021,Unknown,Female,Saudi Arabia,Neurology,31
925,2020,From 30 to 39,Male,Saudi Arabia,Urology,31
929,2017,Unknown,Female,Saudi Arabia,Pediatric Neurology,30
933,2021,Unknown,Male,Saudi Arabia,Saudi Postgraduate Diploma In Paediatrics,30
937,2021,Unknown,Male,Saudi Arabia,Adults Endocrinology & Metabolism,30
938,2017,Unknown,Female,Saudi Arabia,Pediatric Dentistry,30
939,2016,Unknown,Female,Saudi Arabia,Anatomic Pathology,30
940,2017,Unknown,Female,Saudi Arabia,Pediatric Hematology & Oncology,30
942,2016,From 30 to 39,Male,Saudi Arabia,Anesthesia,30
943,2019,From 20 to 29,Female,Saudi Arabia,Anatomic Pathology,30
944,2020,From 20 to 29,Male,Saudi Arabia,Clinical Neurosurgery,30
946,2020,Unknown,Male,Saudi Arabia,Adult Respiratory Medicine,30
947,2018,From 40 to 49,Female,Saudi Arabia,Infection Control,30
950,2021,From 20 to 29,Male,Saudi Arabia,Pediatric Neurology,30
952,2016,Unknown,Female,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,30
954,2019,Unknown,Female,Saudi Arabia,Psychiatry,30
955,2017,From 30 to 39,Male,Saudi Arabia,Anesthesia,30
956,2018,Unknown,Male,Saudi Arabia,Adult Rheumatology,30
959,2018,Unknown,Female,Saudi Arabia,Adult Rheumatology,30
960,2017,Unknown,Male,Saudi Arabia,Diabetes​,30
961,2021,From 20 to 29,Female,Saudi Arabia,Midwifery Nursing,30
963,2018,Unknown,Female,Saudi Arabia,Adult Critical Care Nursing,30
964,2020,From 20 to 29,Female,Saudi Arabia,Cardiac Care Nursing,30
966,2018,Unknown,Male,Saudi Arabia,Pediatrics Intensive Care,29
967,2020,Unknown,Male,Saudi Arabia,Diabetes​,29
968,2022,Unknown,Male,Saudi Arabia,Adult Nephrology,29
969,2017,Unknown,Male,Saudi Arabia,Pediatric Gastroenterology And Nutrition,29
970,2016,Unknown,Female,Saudi Arabia,Adult Critical Care Medicine,29
971,2020,From 30 to 39,Female,Saudi Arabia,Preventive Medicine,29
973,2020,Unknown,Male,Saudi Arabia,Perinatal Neonatal Medicine,29
974,2016,Unknown,Female,Saudi Arabia,Pediatrics Infectious Diseases,29
976,2020,Unknown,Male,Saudi Arabia,Preventive Medicine,29
980,2019,Unknown,Male,Saudi Arabia,Preventive Medicine,29
981,2016,Unknown,Female,Saudi Arabia,Pediatric Hematology & Oncology,29
983,2018,Unknown,Female,Saudi Arabia,Adult Critical Care Medicine,29
984,2017,Unknown,Female,Saudi Arabia,Diabetes​,29
985,2018,Unknown,Male,Saudi Arabia,Preventive Medicine,29
987,2018,From 20 to 29,Male,Saudi Arabia,Obstetrics & Gynecology,29
988,2020,Unknown,Male,Saudi Arabia,Interventional Neuro-Radiology,29
990,2022,Unknown,Male,Saudi Arabia,Diabetes​,29
993,2019,Unknown,Male,Saudi Arabia,Dermatology,29
997,2020,Unknown,Female,Saudi Arabia,Adult Hematology,28
1000,2020,From 20 to 29,Female,Saudi Arabia,Adult Critical Care Medicine,28
1001,2019,From 20 to 29,Male,Saudi Arabia,Preventive Medicine,28
1002,2020,Unknown,Male,Saudi Arabia,Adult Hematology,28
1003,2019,Unknown,Male,Saudi Arabia,Interventional Neuro-Radiology,28
1004,2019,Unknown,Female,Saudi Arabia,Adult Respiratory Medicine,28
1012,2016,Unknown,Male,Saudi Arabia,General Medical Oncology,28
1013,2019,Unknown,Male,Saudi Arabia,Body Imaging & Non-Vascular Intervention,28
1014,2021,Unknown,Female,Saudi Arabia,Adult Critical Care Medicine,28
1015,2018,From 20 to 29,Female,Saudi Arabia,Preventive Medicine,28
1016,2018,Unknown,Female,Saudi Arabia,Diabetes​,28
1017,2021,Unknown,Male,Saudi Arabia,Adult Respiratory Medicine,28
1018,2018,From 30 to 39,Male,Saudi Arabia,Psychiatry,28
1019,2019,Unknown,Male,Saudi Arabia,Perinatal Neonatal Medicine,28
1021,2021,Unknown,Female,Saudi Arabia,Adults Endocrinology & Metabolism,28
1022,2018,Unknown,Female,Saudi Arabia,Pediatric Neurology,28
1023,2018,Unknown,Female,Saudi Arabia,Pediatric Hematology & Oncology,28
1024,2019,From 20 to 29,Female,Saudi Arabia,Pediatric Neurology,28
1029,2019,Unknown,Male,Saudi Arabia,Adult Respiratory Medicine,27
1030,2021,Unknown,Male,Saudi Arabia,Diagnostic Radiology,27
1032,2021,Unknown,Male,Saudi Arabia,Pediatrics,27
1037,2020,Unknown,Female,Saudi Arabia,Adult Infectious Diseases,27
1042,2018,Unknown,Male,Saudi Arabia,Pediatric Gastroenterology And Nutrition,27
1043,2016,Unknown,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,27
1045,2019,Unknown,Female,Saudi Arabia,Anatomic Pathology,27
1051,2019,Unknown,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,27
1052,2018,From 30 to 39,Male,Saudi Arabia,Urology,27
1054,2017,Unknown,Male,Saudi Arabia,Ophthalmology,27
1055,2020,From 30 to 39,Female,Saudi Arabia,Adult Critical Care Medicine,27
1056,2020,Unknown,Female,Saudi Arabia,Pediatrics Infectious Diseases,27
1057,2017,Unknown,Male,Saudi Arabia,Cardiac Care Nursing,27
1059,2017,From 20 to 29,Male,Saudi Arabia,Family Medicine,27
1061,2020,Unknown,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,27
1063,2019,Unknown,Female,Saudi Arabia,Diabetes​,27
1064,2016,Unknown,Male,Saudi Arabia,Pediatric Gastroenterology And Nutrition,26
1065,2017,Unknown,Male,Saudi Arabia,Preventive Medicine,26
1066,2017,Unknown,Male,Saudi Arabia,Prosthodontics,26
1068,2019,Unknown,Male,Saudi Arabia,Diabetes​,26
1069,2018,From 20 to 29,Female,Saudi Arabia,Otorhinolaryngology Head And Neck Surgery,26
1070,2019,Unknown,Female,Saudi Arabia,Adult Rheumatology,26
1071,2020,Unknown,Male,Saudi Arabia,Body Imaging & Non-Vascular Intervention,26
1074,2019,From 20 to 29,Female,Saudi Arabia,Cardiac Care Nursing,26
1075,2018,Unknown,Male,Saudi Arabia,Perinatal Neonatal Medicine,26
1077,2019,From 20 to 29,Female,Saudi Arabia,Endodontics,26
1084,2022,Unknown,Male,Saudi Arabia,Body Imaging & Non-Vascular Intervention,26
1085,2021,From 20 to 29,Male,Saudi Arabia,Family Dentistry,26
1086,2019,Unknown,Female,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,26
1087,2019,Unknown,Male,Saudi Arabia,Pediatric Gastroenterology And Nutrition,26
1088,2017,From 30 to 39,Male,Saudi Arabia,Diabetes​,26
1094,2022,Unknown,Female,Saudi Arabia,Adult Infectious Diseases,26
1096,2021,Unknown,Female,Saudi Arabia,Implant Dentistry,26
1097,2016,Unknown,Female,Saudi Arabia,Neurology,26
1098,2018,From 30 to 39,Male,Saudi Arabia,Preventive Medicine,26
1104,2018,Unknown,Male,Saudi Arabia,Cornea/ External Disease,25
1105,2016,From 30 to 39,Male,Saudi Arabia,Psychiatry,25
1106,2018,Unknown,Male,Saudi Arabia,Ophthalmology,25
1107,2022,Unknown,Female,Saudi Arabia,Pediatric Hematology & Oncology,25
1109,2020,From 20 to 29,Male,Saudi Arabia,Adult Critical Care Nursing,25
1110,2019,Unknown,Male,Saudi Arabia,Endodontics,25
1111,2021,From 30 to 39,Female,Saudi Arabia,Adult Critical Care Medicine,25
1113,2017,From 20 to 29,Female,Saudi Arabia,Pediatrics,25
1115,2018,From 20 to 29,Female,Saudi Arabia,Neurology,25
1116,2018,Unknown,Female,Saudi Arabia,Pediatric Dentistry,25
1117,2016,Unknown,Male,Saudi Arabia,Pediatric Cardiology,25
1118,2018,Unknown,Male,Saudi Arabia,Pediatric Neurology,25
1119,2018,Unknown,Female,Saudi Arabia,Pediatrics Emergency Medicine,25
1120,2019,From 30 to 39,Male,Saudi Arabia,Prosthodontics,25
1121,2020,From 30 to 39,Female,Saudi Arabia,Anesthesia,25
1122,2019,From 30 to 39,Male,Saudi Arabia,Urology,25
1124,2018,Unknown,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,25
1126,2022,Unknown,Female,Saudi Arabia,Pediatrics Emergency Medicine,25
1128,2017,Unknown,Female,Saudi Arabia,Preventive Medicine,25
1132,2018,Unknown,Male,Saudi Arabia,Retina Surgery,25
1133,2019,Unknown,Male,Saudi Arabia,General Medical Oncology,25
1134,2018,From 20 to 29,Male,Saudi Arabia,Neurology,24
1135,2016,From 30 to 39,Female,Saudi Arabia,Diagnostic Radiology,24
1136,2017,Unknown,Male,Saudi Arabia,Pediatric Neurology,24
1137,2017,Unknown,Female,Saudi Arabia,Pediatrics Infectious Diseases,24
1139,2021,From 20 to 29,Male,Saudi Arabia,Clinical Pharmacy,24
1142,2022,Unknown,Male,Saudi Arabia,Pediatrics Intensive Care,24
1144,2019,From 30 to 39,Male,Saudi Arabia,Restorative Dentistry,24
1147,2017,Unknown,Female,Saudi Arabia,Adult Respiratory Medicine,24
1148,2020,Unknown,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,24
1149,2018,Unknown,Male,Saudi Arabia,Cardiac Care Nursing,24
1151,2021,From 30 to 39,Female,Saudi Arabia,Adult Critical Care Nursing,24
1153,2017,Unknown,Male,Saudi Arabia,Physical Medicine And Rehabilitation,24
1155,2018,Unknown,Male,Saudi Arabia,Prosthodontics,24
1156,2020,From 30 to 39,Male,Saudi Arabia,Restorative Dentistry,24
1157,2019,Unknown,Female,Saudi Arabia,Restorative Dentistry,24
1158,2018,From 30 to 39,Male,Saudi Arabia,Diagnostic Radiology,24
1159,2021,From 20 to 29,Male,Saudi Arabia,Anatomic Pathology,24
1161,2020,From 30 to 39,Female,Saudi Arabia,Emergency Nursing,24
1162,2019,From 30 to 39,Male,Saudi Arabia,Psychiatry,24
1163,2020,Unknown,Female,Saudi Arabia,Pediatrics Emergency Medicine,24
1165,2018,From 20 to 29,Female,Saudi Arabia,Orthopedic Surgery,24
1166,2017,Unknown,Male,Saudi Arabia,Pediatric Cardiology,24
1168,2016,Unknown,Male,Saudi Arabia,Forensic Medicine,24
1169,2020,Unknown,Female,Saudi Arabia,Anesthesia,24
1171,2020,Unknown,Female,Saudi Arabia,Adult Rheumatology,24
1173,2018,From 40 to 49,Male,Saudi Arabia,Infection Control,23
1174,2018,Unknown,Female,Saudi Arabia,Pediatrics Infectious Diseases,23
1175,2017,Unknown,Male,Saudi Arabia,Retina Surgery,23
1176,2019,Unknown,Male,Saudi Arabia,Adult Rheumatology,23
1177,2018,Unknown,Male,Saudi Arabia,Pediatric Hematology & Oncology,23
1178,2020,Unknown,Male,Saudi Arabia,Pediatric Gastroenterology And Nutrition,23
1179,2017,Unknown,Male,Saudi Arabia,Forensic Medicine,23
1180,2018,From 20 to 29,Female,Saudi Arabia,Anatomic Pathology,23
1182,2017,Unknown,Female,Saudi Arabia,Adult Nephrology,23
1185,2018,Unknown,Male,Saudi Arabia,Community Medicine (Health Informatics),23
1187,2019,Unknown,Female,Saudi Arabia,Pediatrics Infectious Diseases,23
1188,2020,From 20 to 29,Male,Saudi Arabia,Pediatric Neurology,23
1190,2019,From 20 to 29,Male,Saudi Arabia,Endodontics,23
1192,2020,Unknown,Female,Saudi Arabia,Preventive Medicine,23
1194,2017,Unknown,Female,Saudi Arabia,Orthopedic Surgery,23
1195,2021,Unknown,Male,Saudi Arabia,Neurology,23
1196,2021,Unknown,Female,Saudi Arabia,Adult Infectious Diseases,23
1197,2021,From 20 to 29,Male,Saudi Arabia,Plastic Surgery,23
1198,2017,Unknown,Male,Saudi Arabia,Cornea/ External Disease,23
1201,2017,From 20 to 29,Female,Saudi Arabia,Internal Medicine,23
1205,2017,Unknown,Male,Saudi Arabia,Pediatric Hematology & Oncology,23
1206,2022,Unknown,Male,Saudi Arabia,Adult Hematology,23
1207,2022,Unknown,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,23
1208,2020,From 30 to 39,Female,Saudi Arabia,Clinical Pharmacy,23
1211,2021,From 20 to 29,Female,Bahrain,Internal Medicine,23
1214,2017,Unknown,Male,Saudi Arabia,Diagnostic Neuroradiology,23
1215,2019,Unknown,Male,Saudi Arabia,Pediatrics Intensive Care,23
1216,2021,Unknown,Male,Saudi Arabia,Pediatrics Intensive Care,23
1217,2017,Unknown,Female,Saudi Arabia,Community Medicine (Health Informatics),22
1219,2022,Unknown,Female,Saudi Arabia,Adult Cardiology,22
1220,2016,Unknown,Male,Saudi Arabia,Cornea/ External Disease,22
1223,2021,From 30 to 39,Male,Saudi Arabia,Adult Critical Care Nursing,22
1225,2020,From 20 to 29,Female,Saudi Arabia,Periodontics,22
1226,2019,From 30 to 39,Female,Saudi Arabia,Infection Control,22
1227,2019,Unknown,Female,Saudi Arabia,Pediatric Neurology,22
1229,2021,Unknown,Male,Saudi Arabia,Adult Nephrology,22
1230,2016,From 20 to 29,Male,Saudi Arabia,Family Medicine,22
1231,2019,Unknown,Male,Saudi Arabia,Cornea/ External Disease,22
1232,2017,From 30 to 39,Male,Saudi Arabia,Psychiatry,22
1234,2021,From 20 to 29,Female,Bahrain,Pediatrics,22
1236,2018,From 30 to 39,Male,Saudi Arabia,Adult Critical Care Nursing,22
1240,2016,Unknown,Female,Saudi Arabia,Adult Respiratory Medicine,22
1244,2022,Unknown,Female,Saudi Arabia,Pediatric Endocrinology And Metabolism,22
1246,2018,From 20 to 29,Male,Saudi Arabia,Ophthalmology,22
1247,2021,Unknown,Female,Saudi Arabia,Otorhinolaryngology Head And Neck Surgery,22
1248,2022,Unknown,Male,Saudi Arabia,Adults Endocrinology & Metabolism,22
1249,2016,From 30 to 39,Male,Saudi Arabia,Urology,22
1251,2020,From 20 to 29,Male,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,22
1252,2019,From 20 to 29,Male,Saudi Arabia,Dermatology,22
1255,2018,Unknown,Female,Saudi Arabia,Preventive Medicine,22
1257,2019,Unknown,Female,Sudan,Obstetrics & Gynecology,22
1258,2019,From 20 to 29,Male,Saudi Arabia,Clinical Neurosurgery,22
1261,2021,From 20 to 29,Female,Saudi Arabia,Oral And Maxillofacial Surgery,22
1264,2018,Unknown,Female,Saudi Arabia,Adult Respiratory Medicine,22
1265,2018,From 20 to 29,Female,Saudi Arabia,Anesthesia,22
1266,2018,From 20 to 29,Female,Saudi Arabia,Dermatology,22
1268,2019,From 30 to 39,Female,Saudi Arabia,Anesthesia,22
1270,2018,Unknown,Male,Saudi Arabia,Diabetes​,22
1271,2016,Unknown,Female,Saudi Arabia,Pediatric Neurology,22
1273,2017,Unknown,Male,Saudi Arabia,Orthodontic and Dentofacial Orthopedics,22
1275,2019,Unknown,Female,Saudi Arabia,Pediatric Gastroenterology And Nutrition,21
1276,2019,Unknown,Female,Saudi Arabia,Preventive Medicine,21
1279,2020,Unknown,Male,Saudi Arabia,Pediatrics Intensive Care,21
1281,2021,From 20 to 29,Male,Saudi Arabia,Physical Medicine And Rehabilitation,21
1282,2016,Unknown,Male,Saudi Arabia,Oral And Maxillofacial Surgery,21
1283,2017,Unknown,Female,Saudi Arabia,Endodontics,21
1284,2020,Unknown,Female,Saudi Arabia,Anatomic Pathology,21
1286,2020,Unknown,Female,Saudi Arabia,Adult Respiratory Medicine,21
