,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Work_Name_En,Number_of_Trainees
793,2017,From 20 to 29,Male,Saudi Arabia,Ministry of National Guard,23
796,2019,Unknown,Female,Saudi Arabia,King Khalid National Guard Hospital,23
797,2016,Unknown,Female,Saudi Arabia,King Khalid University,23
801,2017,Unknown,Female,Saudi Arabia,King Khalid University,22
802,2016,Unknown,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",22
804,2018,Unknown,Female,Saudi Arabia,King Khalid University,22
805,2016,Unknown,Male,Saudi Arabia,Armed Forces Medical Services,22
808,2019,Unknown,Male,Saudi Arabia,King Khalid University,22
812,2018,Unknown,Male,Saudi Arabia,Majmaah University,22
814,2021,Unknown,Male,Saudi Arabia,Ministry of Interior,22
815,2018,Unknown,Female,Saudi Arabia,"King Fahad Specialist Hospital, Damam",22
820,2016,From 30 to 39,Male,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,22
823,2019,From 20 to 29,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,22
824,2017,From 20 to 29,Female,Saudi Arabia,Ministry of National Guard,22
825,2016,Unknown,Male,Saudi Arabia,Majmaah University,22
827,2016,Unknown,Male,Sudan,Ministry of Health,22
830,2019,From 30 to 39,Female,Saudi Arabia,Ministry of Defense Medical Services,21
840,2018,From 30 to 39,Female,Saudi Arabia,Ministry of Defense Medical Services,21
846,2020,From 30 to 39,Male,Saudi Arabia,King Saud Medical City in Riyadh,21
851,2017,Unknown,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",21
852,2021,Unknown,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,21
853,2021,From 40 to 49,Female,Saudi Arabia,Ministry of Health,20
856,2018,Unknown,Male,Saudi Arabia,"King Fahad Specialist Hospital, Damam",20
857,2021,From 20 to 29,Female,Saudi Arabia,Prince Sultan Military Medical City,20
860,2018,Unknown,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",20
863,2018,Unknown,Male,Saudi Arabia,Qassim University,20
865,2016,Unknown,Male,Saudi Arabia,King Faisal Medical City for Southern Regions,20
870,2017,Unknown,Male,Saudi Arabia,Ministry of Defense,20
871,2017,Unknown,Female,Saudi Arabia,Security Forces Hospital - Riyadh,20
872,2020,From 30 to 39,Male,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,20
873,2018,Unknown,Female,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",20
874,2020,Unknown,Male,Saudi Arabia,Security Forces Hospital - Riyadh,20
883,2020,Unknown,Male,Saudi Arabia,King Fahad National Guard Hospital,20
884,2020,Unknown,Female,Saudi Arabia,King Fahad National Guard Hospital,20
886,2018,From 20 to 29,Female,Saudi Arabia,Ministry of Defense Medical Services,19
891,2016,From 20 to 29,Male,Saudi Arabia,Ministry of National Guard,19
892,2021,From 30 to 39,Male,Saudi Arabia,King Saud Medical City in Riyadh,19
893,2021,From 20 to 29,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",19
897,2017,Unknown,Female,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",19
898,2021,From 30 to 39,Female,Saudi Arabia,Ministry of National Guard,19
900,2017,Unknown,Male,Saudi Arabia,King Abdullah Medical City in Mecca,19
901,2021,Unknown,Female,Saudi Arabia,Ministry of Defense Medical Services,19
902,2016,Unknown,Female,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",19
904,2017,Unknown,Male,Saudi Arabia,Armed Forces Medical Services,19
907,2018,From 30 to 39,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,19
909,2017,From 30 to 39,Male,Saudi Arabia,Ministry of Interior,19
910,2019,Unknown,Male,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,19
912,2018,From 30 to 39,Female,Saudi Arabia,King Khalid University,19
913,2017,Unknown,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",19
915,2018,Unknown,Male,Yemen,Personal Contract,18
917,2018,Unknown,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",18
918,2016,Unknown,Male,Yemen,Ministry of Health,18
919,2019,Unknown,Female,Saudi Arabia,King Fahad Medical City in Riyadh,18
920,2022,Unknown,Male,Saudi Arabia,Ministry of National Guard,18
923,2021,From 30 to 39,Male,Saudi Arabia,Ministry of National Guard,18
925,2020,From 30 to 39,Female,Saudi Arabia,Ministry of National Guard,18
932,2017,Unknown,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,18
933,2018,Unknown,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,18
938,2021,From 20 to 29,Female,Saudi Arabia,Ministry of Defense,18
940,2019,Unknown,Male,Saudi Arabia,King Khalid National Guard Hospital,18
944,2019,From 20 to 29,Male,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,18
948,2016,From 30 to 39,Female,Saudi Arabia,"King Fahad Specialist Hospital, Damam",18
949,2021,From 20 to 29,Male,Saudi Arabia,Prince Sultan Military Medical City,18
953,2017,Unknown,Male,Saudi Arabia,Ministry of Interior Medical Services,17
954,2016,Unknown,Male,Saudi Arabia,Ministry of Interior Medical Services,17
956,2019,From 30 to 39,Male,Saudi Arabia,King Saud Medical City in Riyadh,17
960,2017,Unknown,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",17
962,2017,Unknown,Male,Saudi Arabia,Prince Sultan Military Medical City,17
963,2022,Unknown,Male,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,17
964,2017,Unknown,Female,Saudi Arabia,Ministry of Interior,17
965,2017,From 30 to 39,Female,Saudi Arabia,King Khalid University,17
966,2020,Unknown,Female,Saudi Arabia,Ministry of Interior,17
967,2016,From 20 to 29,Female,Saudi Arabia,Ministry of National Guard,17
969,2021,Unknown,Male,Saudi Arabia,King Abdulaziz University,17
970,2017,From 20 to 29,Male,Saudi Arabia,Ministry of Defense Medical Services,17
971,2020,From 20 to 29,Male,Saudi Arabia,Ministry of Defense / Land Forces,17
973,2018,From 20 to 29,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,17
981,2021,From 30 to 39,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,16
984,2020,From 20 to 29,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",16
986,2019,From 20 to 29,Male,Saudi Arabia,King Saud University,16
987,2018,From 20 to 29,Female,Saudi Arabia,King Saud University,16
988,2018,Unknown,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,16
989,2016,From 30 to 39,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",16
991,2019,Unknown,Male,Saudi Arabia,Qassim University,16
992,2019,From 20 to 29,Female,Saudi Arabia,King Saud University,16
994,2017,Unknown,Male,Yemen,Ministry of Health,16
995,2020,From 20 to 29,Male,Saudi Arabia,King Saud University,16
996,2019,Unknown,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,16
999,2017,From 30 to 39,Male,Saudi Arabia,King Saud University,16
1000,2016,From 30 to 39,Female,Saudi Arabia,King Khalid University,16
1001,2019,Unknown,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,16
1002,2017,From 20 to 29,Female,Saudi Arabia,King Abdulaziz University,16
1004,2020,Unknown,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",16
1005,2016,From 30 to 39,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,16
1006,2020,From 20 to 29,Female,Saudi Arabia,Prince Sultan Military Medical City,16
1007,2016,Unknown,Female,Saudi Arabia,King Abdullah Medical City in Mecca,16
1008,2018,Unknown,Male,Saudi Arabia,Ministry of Defense,16
1014,2016,Unknown,Male,Syria,Personal Contract,16
1015,2016,Unknown,Male,Yemen,King Fahad Medical City in Riyadh,16
1018,2019,Unknown,Female,Saudi Arabia,Ministry of Interior,16
1019,2016,From 30 to 39,Male,Saudi Arabia,King Abdulaziz University,16
1021,2016,Unknown,Male,Saudi Arabia,Ministry of Defense,16
1022,2016,Unknown,Female,Saudi Arabia,Prince Sultan Military Medical City,16
1023,2017,Unknown,Male,Saudi Arabia,King Faisal Medical City for Southern Regions,16
1024,2016,From 30 to 39,Male,Saudi Arabia,King Saud University,16
1025,2019,Unknown,Female,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",15
1027,2017,From 30 to 39,Male,Saudi Arabia,King Abdulaziz University,15
1033,2019,From 30 to 39,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,15
1035,2019,From 30 to 39,Male,Saudi Arabia,King Khalid University,15
1037,2020,Unknown,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,15
1041,2020,From 30 to 39,Female,Saudi Arabia,Ministry of Defense Medical Services,15
1042,2018,Unknown,Female,Saudi Arabia,Security Forces Hospital - Riyadh,15
1044,2019,Unknown,Male,Saudi Arabia,Majmaah University,15
1046,2018,Unknown,Male,Saudi Arabia,Armed Forces Medical Services,15
1047,2017,From 30 to 39,Female,Saudi Arabia,"King Fahad Specialist Hospital, Damam",15
1048,2020,Unknown,Female,Sudan,Ministry of Health,15
1050,2018,Unknown,Male,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",15
1051,2016,Unknown,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,15
1053,2022,Unknown,Female,Saudi Arabia,Ministry of National Guard,15
1054,2020,Unknown,Female,Saudi Arabia,King Khalid National Guard Hospital,15
1055,2018,Unknown,Male,Saudi Arabia,King Abdullah Medical City in Mecca,15
1056,2018,From 20 to 29,Female,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",15
1057,2022,From 20 to 29,Female,Saudi Arabia,Ministry of Health,15
1060,2019,Unknown,Male,Yemen,Personal Contract,15
1061,2018,Unknown,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",15
1062,2021,From 20 to 29,Male,Saudi Arabia,Ministry of Defense / Air Force,15
1063,2021,From 20 to 29,Female,Saudi Arabia,King Saud University,15
1064,2019,Unknown,Female,Saudi Arabia,King Khalid University,15
1065,2016,Unknown,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",15
1066,2018,Unknown,Female,Saudi Arabia,Ministry of Interior,15
1068,2021,From 20 to 29,Male,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",15
1070,2016,From 30 to 39,Male,Saudi Arabia,Ministry of Interior,14
1071,2020,Unknown,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,14
1072,2022,Unknown,Male,Saudi Arabia,Ministry of Defense,14
1073,2020,Unknown,Male,Saudi Arabia,King Khalid University,14
1076,2018,From 30 to 39,Male,Saudi Arabia,King Saud University,14
1078,2019,From 30 to 39,Male,Saudi Arabia,King Abdulaziz University,14
1080,2021,From 30 to 39,Male,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",14
1083,2019,From 30 to 39,Female,Saudi Arabia,King Saud University,14
1084,2020,From 20 to 29,Female,Saudi Arabia,King Saud University,14
1086,2020,Unknown,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,14
1087,2016,Unknown,Female,Sudan,Personal Contract,14
1088,2018,Unknown,Female,Yemen,Personal Contract,14
1089,2019,From 30 to 39,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,14
1091,2018,From 20 to 29,Male,Saudi Arabia,King Abdulaziz University,14
1092,2017,From 30 to 39,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,14
1093,2017,Unknown,Female,Sudan,Personal Contract,14
1095,2018,From 20 to 29,Female,Bahrain,Unknown,14
1096,2021,Unknown,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",14
1097,2017,Unknown,Male,Syria,Personal Contract,14
1098,2020,From 30 to 39,Female,Saudi Arabia,King Abdulaziz University,14
1099,2018,From 20 to 29,Male,Saudi Arabia,King Saud University,14
1100,2017,From 30 to 39,Male,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,14
1103,2021,Unknown,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,14
1104,2017,Unknown,Male,Sudan,Ministry of Health,14
1105,2016,Unknown,Male,Saudi Arabia,King Saud Medical City in Riyadh,14
1110,2017,Unknown,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,14
1113,2020,From 30 to 39,Male,Saudi Arabia,King Abdulaziz University,14
1115,2016,From 30 to 39,Male,Saudi Arabia,King Faisal Medical City for Southern Regions,14
1116,2021,From 20 to 29,Female,Bahrain,King Hamad University Hospita,14
1118,2021,From 30 to 39,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,14
1120,2017,From 30 to 39,Male,Saudi Arabia,King Khalid University,14
1123,2016,Unknown,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,14
1124,2016,From 20 to 29,Female,Saudi Arabia,King Abdulaziz University,14
1127,2016,Unknown,Female,Saudi Arabia,Ministry of Defense,13
1133,2019,From 30 to 39,Male,Saudi Arabia,King Saud University,13
1135,2017,Unknown,Female,Yemen,Personal Contract,13
1136,2016,Unknown,Female,Saudi Arabia,Qassim University,13
1139,2017,From 30 to 39,Male,Saudi Arabia,King Faisal Medical City for Southern Regions,13
1142,2017,From 30 to 39,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",13
1143,2018,Unknown,Female,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",13
1144,2017,Unknown,Male,Egypt,Ministry of Health,13
1151,2016,Unknown,Male,Saudi Arabia,Najran University,13
1154,2020,Unknown,Male,Saudi Arabia,Majmaah University,13
1155,2020,Unknown,Male,Saudi Arabia,Ministry of Defense,13
1157,2017,Unknown,Female,Saudi Arabia,Qassim University,13
1158,2017,Unknown,Male,Saudi Arabia,Najran University,13
1160,2021,From 20 to 29,Male,Saudi Arabia,King Saud University,13
1161,2021,From 20 to 29,Male,Saudi Arabia,"Al Noor Specialist Hospital, Mecca",13
1162,2021,From 20 to 29,Male,Bahrain,Unknown,13
1164,2018,From 30 to 39,Male,Saudi Arabia,King Khalid University,13
1170,2017,From 30 to 39,Male,Saudi Arabia,Qassim University,13
1172,2018,From 20 to 29,Male,Saudi Arabia,Ministry of Defense,13
1174,2016,Unknown,Male,Kuwait,Kuwait Ministry of Health,13
1175,2019,From 30 to 39,Female,Saudi Arabia,King Khalid University,13
1176,2016,Unknown,Female,Yemen,Personal Contract,13
1178,2020,From 30 to 39,Female,Saudi Arabia,King Saud Medical City in Riyadh,13
1180,2019,From 20 to 29,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",13
1181,2016,Unknown,Female,Sudan,Ministry of Defense / Personal Contract,13
1182,2016,Unknown,Male,Egypt,Ministry of Health,13
1184,2019,From 20 to 29,Male,Saudi Arabia,King Saud Medical City in Riyadh,13
1190,2016,From 20 to 29,Male,Saudi Arabia,Ministry of Defense Medical Services,12
1195,2020,Unknown,Male,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,12
1198,2017,From 30 to 39,Male,Saudi Arabia,King Fahad National Guard Hospital,12
1200,2020,From 30 to 39,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,12
1201,2017,From 40 to 49,Male,Saudi Arabia,Ministry of Defense Medical Services,12
1203,2019,From 20 to 29,Male,Saudi Arabia,Prince Sultan Military Medical City,12
1204,2017,Unknown,Male,Saudi Arabia,Al Jouf University,12
1205,2021,From 30 to 39,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",12
1206,2017,Unknown,Male,Saudi Arabia,King Saud Medical City in Riyadh,12
1207,2021,From 30 to 39,Female,Saudi Arabia,King Saud Medical City in Riyadh,12
1208,2021,From 30 to 39,Male,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,12
1210,2019,Unknown,Male,Saudi Arabia,Ministry of Defense,12
1211,2017,Unknown,Female,Saudi Arabia,King Abdullah Medical City in Mecca,12
1212,2021,From 20 to 29,Male,Saudi Arabia,Armed Forces Medical Services,12
1213,2020,From 20 to 29,Male,Saudi Arabia,Ministry of Interior,12
1216,2020,From 20 to 29,Male,Saudi Arabia,Prince Sultan Military Medical City,12
1219,2021,From 20 to 29,Female,Saudi Arabia,Personal Contract,12
1220,2019,Unknown,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",12
1225,2018,Unknown,Male,Syria,Personal Contract,12
1227,2018,Unknown,Male,Saudi Arabia,King Faisal Medical City for Southern Regions,12
1228,2021,Unknown,Male,Yemen,Personal Contract,12
1229,2016,Unknown,Male,Saudi Arabia,Al Jouf University,12
1231,2018,Unknown,Male,Saudi Arabia,Najran University,12
1233,2016,From 30 to 39,Male,Saudi Arabia,King Fahad National Guard Hospital,12
1234,2016,From 30 to 39,Female,Saudi Arabia,King Khalid National Guard Hospital,12
1236,2016,From 30 to 39,Female,Saudi Arabia,King Saud University,12
1237,2018,From 40 to 49,Male,Saudi Arabia,Ministry of Defense Medical Services,12
1239,2016,Unknown,Female,Saudi Arabia,Unknown,12
1241,2020,From 30 to 39,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",12
1244,2019,From 20 to 29,Female,Saudi Arabia,Prince Sultan Military Medical City,11
1245,2018,From 20 to 29,Male,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,11
1246,2016,From 30 to 39,Male,Saudi Arabia,King Khalid University,11
1248,2018,Unknown,Male,Saudi Arabia,King Saud Medical City in Riyadh,11
1251,2019,From 30 to 39,Male,Saudi Arabia,Qassim University,11
1252,2019,From 30 to 39,Male,Kuwait,Kuwait Ministry of Health,11
1254,2019,From 30 to 39,Female,Saudi Arabia,King Saud Medical City in Riyadh,11
1255,2016,From 30 to 39,Male,Saudi Arabia,Security Forces Hospital - Riyadh,11
1258,2018,Unknown,Male,Yemen,Ministry of Health,11
1262,2016,Unknown,Female,Saudi Arabia,Armed Forces Medical Services,11
1263,2017,Unknown,Female,Saudi Arabia,Ministry of Defense,11
1266,2019,Unknown,Male,Saudi Arabia,"King Abdulaziz Hospital for National Guards, Al Hassa",11
1267,2017,From 30 to 39,Male,Yemen,Personal Contract,11
1269,2016,From 40 to 49,Female,Saudi Arabia,Personal Contract,11
1271,2017,From 30 to 39,Female,Saudi Arabia,King Saud University,11
1275,2019,From 20 to 29,Male,Saudi Arabia,Ministry of Defense / Land Forces,11
1276,2018,From 30 to 39,Male,Saudi Arabia,King Abdulaziz University,11
1280,2016,Unknown,Male,Palestine,Ministry of Health,11
1281,2017,From 20 to 29,Male,Saudi Arabia,Ministry of Defense / Personal Contract,11
1282,2018,From 30 to 39,Female,Saudi Arabia,King Saud University,11
1287,2018,From 30 to 39,Female,Saudi Arabia,"King Fahad Specialist Hospital, Damam",11
1288,2017,From 40 to 49,Female,Saudi Arabia,Personal Contract,11
1290,2018,Unknown,Male,Egypt,Ministry of Health,11
1293,2017,From 20 to 29,Female,Saudi Arabia,Ministry of Defense Medical Services,11
1294,2017,From 20 to 29,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,11
1297,2016,Unknown,Male,Palestine,Personal Contract,11
1298,2017,From 30 to 39,Female,Saudi Arabia,King Abdullah Medical City in Mecca,11
1299,2022,Unknown,Male,Yemen,Personal Contract,11
1302,2022,Unknown,Female,Saudi Arabia,King Faisal Specialist Hospital & Research Centre,11
1305,2021,From 30 to 39,Female,Saudi Arabia,Ministry of Defense Medical Services,11
1306,2020,From 30 to 39,Male,Saudi Arabia,King Khalid University,11
