,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,City_Name_En,Longitude,Latitude,Number_of_Trainees
597,2018,Female,Saudi Arabia,Medicine and Surgery,Hofuf,49.588765,25.380026,29
598,2021,Male,Saudi Arabia,Medicine and Surgery,Bisha,42.590167,19.976352,29
601,2020,Male,Saudi Arabia,Medicine and Surgery,Bisha,42.590167,19.976352,29
602,2022,Male,Saudi Arabia,Medicine and Surgery,Buraidah,43.981812,26.359231,29
604,2017,Male,Saudi Arabia,Nursing and Midwifery,Riyadh,46.675296,24.713552,29
608,2022,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Riyadh,46.675296,24.713552,28
609,2016,Female,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,28
612,2017,Female,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,28
613,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,28
615,2019,Female,Saudi Arabia,Nursing and Midwifery,Jeddah,39.192505,21.485811,28
616,2016,Female,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,28
618,2019,Female,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,27
620,2016,Male,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,27
623,2019,Male,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,27
626,2018,Female,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,27
628,2017,Female,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,27
630,2019,Male,Saudi Arabia,Medicine and Surgery,Jubail,49.568742,26.959771,27
632,2019,Male,Sudan,Medicine and Surgery,Riyadh,46.675296,24.713552,26
633,2016,Female,Saudi Arabia,Medicine and Surgery,Tabuk,36.566191,28.383508,26
637,2020,Male,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,26
639,2019,Female,Saudi Arabia,Medicine and Surgery,Hail,41.720824,27.51141,26
640,2020,Female,Saudi Arabia,Medicine and Surgery,Manama,50.5831,26.2167,26
641,2020,Male,Saudi Arabia,Nursing and Midwifery,Jeddah,39.192505,21.485811,26
642,2020,Female,Sudan,Medicine and Surgery,Riyadh,46.675296,24.713552,26
643,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,26
656,2018,Female,Saudi Arabia,Medicine and Surgery,Hail,41.720824,27.51141,25
659,2020,Female,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,25
662,2018,Female,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,24
663,2016,Male,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,24
665,2016,Male,Saudi Arabia,Medicine and Surgery,Alqatif  ,49.998236,26.576492,24
666,2021,Female,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,24
667,2018,Female,Saudi Arabia,Medicine and Surgery,Jubail,49.568742,26.959771,24
669,2017,Male,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,24
671,2017,Female,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,24
673,2020,Male,Bahrain,Medicine and Surgery,Manama,50.5831,26.2167,24
688,2017,Male,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,23
692,2021,Female,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,23
693,2021,Female,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,23
699,2018,Male,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,23
700,2021,Male,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,23
704,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,22
707,2019,Male,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,22
709,2022,Male,Saudi Arabia,Medicine and Surgery,Abha,42.511724,18.246468,22
711,2016,Male,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,22
714,2020,Female,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,22
718,2019,Male,Saudi Arabia,Medicine and Surgery,Bisha,42.590167,19.976352,22
719,2019,Male,Bahrain,Medicine and Surgery,Manama,50.5831,26.2167,22
721,2016,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Riyadh,46.675296,24.713552,22
730,2018,Male,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,22
734,2018,Female,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,22
737,2018,Male,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,22
741,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,21
742,2017,Male,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,21
745,2019,Female,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,21
746,2019,Female,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,21
747,2017,Female,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,21
748,2017,Female,Saudi Arabia,Medicine and Surgery,Hofuf,49.588765,25.380026,21
749,2021,Female,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,21
752,2016,Male,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,21
754,2020,Male,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,21
756,2020,Male,Sudan,Medicine and Surgery,Riyadh,46.675296,24.713552,21
762,2019,Male,Saudi Arabia,Nursing and Midwifery,Jeddah,39.192505,21.485811,21
766,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Riyadh,46.675296,24.713552,20
767,2019,Male,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,20
771,2017,Male,Saudi Arabia,Medicine and Surgery,Hail,41.720824,27.51141,20
776,2019,Female,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,20
777,2016,Male,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,20
783,2021,Male,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,19
786,2018,Male,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,19
790,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,19
792,2017,Male,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,19
793,2020,Female,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,19
798,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,19
800,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,19
801,2019,Male,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,19
802,2021,Female,Saudi Arabia,Nursing and Midwifery,Buraidah,43.981812,26.359231,19
803,2018,Male,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,19
807,2019,Male,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,19
809,2018,Female,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,19
812,2019,Female,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,18
815,2016,Male,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,18
818,2018,Male,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,18
819,2018,Male,Saudi Arabia,Nursing and Midwifery,Jeddah,39.192505,21.485811,18
821,2020,Male,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,18
831,2017,Male,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,18
832,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,18
833,2018,Male,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,18
835,2017,Male,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,18
836,2017,Male,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,18
837,2021,Female,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,18
840,2019,Male,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,17
841,2020,Male,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,17
843,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,17
847,2022,Male,Saudi Arabia,Medicine and Surgery,Taif,40.424819,21.284078,17
850,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,17
851,2021,Female,Saudi Arabia,Nursing and Midwifery,Madinah,39.569184,24.524654,17
853,2018,Male,Saudi Arabia,Medicine and Surgery,Jubail,49.568742,26.959771,17
854,2020,Male,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,17
855,2016,Female,Saudi Arabia,Medicine and Surgery,Hofuf,49.588765,25.380026,17
856,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,17
857,2018,Male,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,17
858,2018,Female,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,17
859,2018,Female,Saudi Arabia,Nursing and Midwifery,Jeddah,39.192505,21.485811,17
860,2021,Male,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,17
863,2022,Female,Saudi Arabia,Medicine and Surgery,Makkah,39.857912,21.389082,17
868,2017,Female,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,16
870,2020,Male,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,16
872,2019,Female,Saudi Arabia,Medicine and Surgery,Manama,50.5831,26.2167,16
873,2016,Female,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,16
875,2022,Male,Saudi Arabia,Medicine and Surgery,Madinah,39.569184,24.524654,16
878,2016,Female,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,16
879,2018,Male,Bahrain,Medicine and Surgery,Manama,50.5831,26.2167,16
880,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,16
881,2017,Male,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,16
884,2018,Male,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,16
886,2017,Female,Bahrain,Medicine and Surgery,Manama,50.5831,26.2167,16
890,2020,Female,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,16
891,2019,Female,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,16
893,2020,Female,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,16
894,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,16
895,2016,Male,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,16
896,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,16
898,2021,Female,Sudan,Medicine and Surgery,Riyadh,46.675296,24.713552,16
902,2018,Male,Saudi Arabia,Medicine and Surgery,Bisha,42.590167,19.976352,16
904,2022,Female,Saudi Arabia,Medicine and Surgery,Khobar,50.080072,26.182911,16
906,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,16
909,2021,Male,Saudi Arabia,Nursing and Midwifery,Jeddah,39.192505,21.485811,15
910,2016,Female,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,15
912,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,15
913,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,15
915,2016,Male,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,15
916,2020,Female,Saudi Arabia,Nursing and Midwifery,Madinah,39.569184,24.524654,15
917,2018,Male,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,15
918,2020,Male,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,15
922,2018,Female,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,15
924,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,15
925,2019,Male,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,15
926,2021,Male,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,15
928,2016,Male,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,15
930,2017,Male,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,15
931,2017,Male,Saudi Arabia,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,15
933,2019,Female,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,15
937,2016,Male,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,15
940,2017,Male,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,15
942,2019,Male,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,15
943,2017,Female,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,15
944,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,14
945,2020,Male,Saudi Arabia,Nursing and Midwifery,Madinah,39.569184,24.524654,14
946,2020,Male,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,14
948,2018,Male,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,14
949,2019,Male,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,14
950,2020,Male,Saudi Arabia,Nursing and Midwifery,Taif,40.424819,21.284078,14
951,2019,Male,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,14
955,2017,Male,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,14
956,2019,Female,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,14
960,2021,Male,Sudan,Medicine and Surgery,Riyadh,46.675296,24.713552,14
963,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,14
964,2020,Female,Saudi Arabia,Nursing and Midwifery,Buraidah,43.981812,26.359231,14
966,2017,Male,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,14
969,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,14
971,2019,Female,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,14
974,2017,Female,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,14
976,2021,Male,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,14
978,2021,Male,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,14
980,2018,Female,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,14
982,2021,Male,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,14
983,2021,Female,Saudi Arabia,Medicine and Surgery,Albahah,41.471273,20.021741,14
985,2016,Male,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,14
991,2018,Male,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,13
992,2017,Male,Saudi Arabia,Nursing and Midwifery,Jeddah,39.192505,21.485811,13
993,2021,Male,Saudi Arabia,Nursing and Midwifery,Taif,40.424819,21.284078,13
995,2021,Male,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,13
996,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,13
999,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,13
1000,2019,Male,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,13
1001,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dammam,50.088794,26.420683,13
1003,2020,Male,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,13
1004,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,13
1005,2019,Female,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,13
1006,2021,Female,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,13
1009,2020,Male,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,13
1010,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,13
1012,2018,Male,Saudi Arabia,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,13
1014,2017,Male,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,13
1018,2020,Male,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,13
1021,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,13
1022,2019,Female,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,13
1023,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,13
1024,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,13
1025,2018,Female,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,13
1028,2017,Female,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,13
1031,2018,Male,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,12
1033,2017,Male,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,12
1035,2018,Male,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,12
1036,2017,Female,Saudi Arabia,Medicine and Surgery,Hail,41.720824,27.51141,12
1040,2016,Male,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,12
1042,2017,Male,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,12
1043,2019,Male,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,12
1044,2020,Female,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,12
1045,2020,Male,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,12
1046,2020,Female,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,12
1049,2016,Female,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,12
1050,2018,Female,Saudi Arabia,Medicine and Surgery,Manama,50.5831,26.2167,12
1052,2020,Male,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,12
1053,2020,Female,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,12
1055,2017,Female,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,12
1056,2019,Female,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,12
1057,2016,Female,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,12
1058,2017,Female,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,12
1059,2016,Male,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,12
1060,2018,Male,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,12
1061,2017,Male,Saudi Arabia,Medicine and Surgery,Manama,50.5831,26.2167,12
1062,2017,Female,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,12
1065,2022,Male,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,12
1068,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,12
1069,2022,Male,Sudan,Medicine and Surgery,Riyadh,46.675296,24.713552,12
1072,2021,Male,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,12
1076,2022,Female,Saudi Arabia,Medicine and Surgery,Madinah,39.569184,24.524654,12
1077,2021,Male,Saudi Arabia,Nursing and Midwifery,Madinah,39.569184,24.524654,12
1078,2020,Female,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,11
1079,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,11
1082,2017,Female,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,11
1083,2016,Male,Saudi Arabia,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,11
1090,2020,Female,Saudi Arabia,Medicine and Surgery,Albahah,41.471273,20.021741,11
1093,2022,Male,Saudi Arabia,Medicine and Surgery,Khobar,50.080072,26.182911,11
1095,2016,Female,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,11
1097,2021,Male,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,11
1098,2018,Male,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,11
1099,2020,Male,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,11
1101,2017,Female,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,11
1104,2021,Male,Saudi Arabia,Nursing and Midwifery,Dammam,50.088794,26.420683,11
1105,2020,Male,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,11
1106,2016,Female,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,11
1109,2018,Female,Pakistan,Medicine and Surgery,Dubai,55.28,25.252,11
1110,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,11
1111,2017,Male,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,11
1118,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,11
1120,2017,Female,Saudi Arabia,Medicine and Surgery,Jubail,49.568742,26.959771,11
1123,2021,Female,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,11
1124,2017,Male,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,11
1128,2019,Male,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,11
1129,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,11
1132,2017,Female,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,10
1133,2018,Female,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,10
1134,2016,Female,India,Medicine and Surgery,Riyadh,46.675296,24.713552,10
1135,2022,Female,Sudan,Medicine and Surgery,Riyadh,46.675296,24.713552,10
1137,2016,Male,Saudi Arabia,Medicine and Surgery,Hail,41.720824,27.51141,10
1138,2018,Female,Saudi Arabia,Laboratories and Medical Technology,Jeddah,39.192505,21.485811,10
1141,2022,Male,Saudi Arabia,Medicine and Surgery,Dhahran,50.039302,26.236125,10
1144,2019,Female,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,10
1145,2019,Male,Saudi Arabia,Nursing and Midwifery,Najran,44.228944,17.565604,10
1147,2016,Female,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,10
1148,2022,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Riyadh,46.675296,24.713552,10
1149,2016,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,10
